name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
★ Bayonet | Tiger Tooth,Chroma 2 Case,Gold,2096.0,FN,YOUPIN,,False,,,,,,2096.0,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,4000.0,FN,YOUPIN,,False,,,,,,4000.0,,
★ Bayonet | Urban Masked,CSGO Weapon Case,Gold,1165.5,MW,BUFF,,False,,,,,,1165.5,,
★ Bloodhound Gloves | Bronzed,Glove Case,Gold,10000.0,FN,BUFF,,False,,,,,,10000.0,,
★ Bloodhound Gloves | Charred,Glove Case,Gold,6666.0,FN,YOUPIN,,False,,,,,,6666.0,,
★ Bloodhound Gloves | Charred,Operation Hydra Case,Gold,2099.0,MW,YOUPIN,,False,,,,,,2099.0,,
★ Bloodhound Gloves | Guerrilla,Glove Case,Gold,5888.0,FN,YOUPIN,,False,,,,,,5888.0,,
★ Bloodhound Gloves | Snakebite,Glove Case,Gold,4500.0,FN,C5,,False,,,,,,4500.0,,
★ Bowie Knife | Autotronic,Operation Riptide Case,Gold,1179.5,FN,YOUPIN,,False,,,,,,1179.5,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,759.0,MW,BUFF,,False,,,,,,759.0,,
★ Bowie Knife | Black Laminate,Dreams & Nightmares Case,Gold,740.0,FN,YOUPIN,,False,,,,,,740.0,,
★ Bowie Knife | Blue Steel,Operation Wildfire Case,Gold,1666.0,FN,BUFF,,False,,,,,,1666.0,,
★ Bowie Knife | Boreal Forest,Operation Wildfire Case,Gold,1398.0,FN,YOUPIN,,False,,,,,,1398.0,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,525.0,FN,YOUPIN,,False,,,,,,525.0,,
★ Bowie Knife | Case Hardened,Operation Wildfire Case,Gold,3878.0,FN,YOUPIN,,False,,,,,,3878.0,,
★ Bowie Knife | Crimson Web,Operation Wildfire Case,Gold,15000.0,FN,BUFF,,False,,,,,,15000.0,,
★ Bowie Knife | Damascus Steel,Spectrum 2 Case,Gold,779.0,FN,YOUPIN,,False,,,,,,779.0,,
★ Bowie Knife | Doppler,Spectrum 2 Case,Gold,2095.0,FN,YOUPIN,,False,,,,,,2095.0,,
★ Bowie Knife | Doppler,Spectrum 2 Case,Gold,3200.0,MW,C5,,False,,,,,,3200.0,,
★ Bowie Knife | Fade,Operation Wildfire Case,Gold,1788.5,FN,YOUPIN,,False,,,,,,1788.5,,
★ Bowie Knife | Forest DDPAT,Operation Wildfire Case,Gold,1147.0,FN,YOUPIN,,False,,,,,,1147.0,,
★ Bowie Knife | Freehand,Operation Riptide Case,Gold,618.0,FN,YOUPIN,,False,,,,,,618.0,,
★ Bowie Knife | Gamma Doppler,Operation Riptide Case,Gold,1498.5,FN,YOUPIN,,False,,,,,,1498.5,,
★ Bowie Knife | Lore,Operation Riptide Case,Gold,1588.0,FN,BUFF,,False,,,,,,1588.0,,
★ Bowie Knife | Marble Fade,Spectrum 2 Case,Gold,1299.0,FN,YOUPIN,,False,,,,,,1299.0,,
★ Bowie Knife | Night,Operation Wildfire Case,Gold,950.0,MW,YOUPIN,,False,,,,,,950.0,,
★ Bowie Knife | Rust Coat,Spectrum 2 Case,Gold,614.0,WW,C5,,False,,,,,,614.0,,
★ Bowie Knife | Safari Mesh,Operation Wildfire Case,Gold,505.0,MW,YOUPIN,,False,,,,,,505.0,,
★ Bowie Knife | Scorched,Operation Wildfire Case,Gold,1398.78,FN,STEAM,,False,,,,,,1398.78,,
★ Bowie Knife | Slaughter,Operation Wildfire Case,Gold,1750.0,FN,YOUPIN,,False,,,,,,1750.0,,
★ Bowie Knife | Stained,Operation Wildfire Case,Gold,990.5,FN,BUFF,,False,,,,,,990.5,,
★ Bowie Knife | Tiger Tooth,Spectrum 2 Case,Gold,989.0,FN,YOUPIN,,False,,,,,,989.0,,
★ Bowie Knife | Ultraviolet,Spectrum 2 Case,Gold,3382.21,FN,STEAM,,False,,,,,,3382.21,,
★ Bowie Knife | Urban Masked,Operation Wildfire Case,Gold,1380.0,FN,BUFF,,False,,,,,,1380.0,,
★ Broken Fang Gloves | Jade,Operation Broken Fang Case,Gold,4400.0,FN,C5,,False,,,,,,4400.0,,
★ Broken Fang Gloves | Needle Point,Operation Broken Fang Case,Gold,2080.0,FN,BUFF,,False,,,,,,2080.0,,
★ Broken Fang Gloves | Unhinged,Operation Broken Fang Case,Gold,2497.5,FN,YOUPIN,,False,,,,,,2497.5,,
★ Butterfly Knife | Autotronic,Dreams & Nightmares Case,Gold,12599.5,FN,BUFF,,False,,,,,,12599.5,,
★ Butterfly Knife | Black Laminate,Dreams & Nightmares Case,Gold,6700.0,FN,BUFF,,False,,,,,,6700.0,,
★ Butterfly Knife | Bright Water,Operation Riptide Case,Gold,4600.0,FN,YOUPIN,,False,,,,,,4600.0,,
★ Butterfly Knife | Damascus Steel,Spectrum 2 Case,Gold,6049.5,FN,YOUPIN,,False,,,,,,6049.5,,
★ Butterfly Knife | Doppler,Spectrum 2 Case,Gold,16990.0,FN,YOUPIN,,False,,,,,,16990.0,,
★ Butterfly Knife | Freehand,Dreams & Nightmares Case,Gold,5150.0,FN,C5,,False,,,,,,5150.0,,
★ Butterfly Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,16999.0,FN,C5,,False,,,,,,16999.0,,
★ Butterfly Knife | Lore,Dreams & Nightmares Case,Gold,18800.0,FN,YOUPIN,,False,,,,,,18800.0,,
★ Butterfly Knife | Marble Fade,Spectrum 2 Case,Gold,10988.0,FN,C5,,False,,,,,,10988.0,,
★ Butterfly Knife | Rust Coat,Spectrum 2 Case,Gold,3899.0,WW,YOUPIN,,False,,,,,,3899.0,,
★ Butterfly Knife | Scorched,Operation Breakout Weapon Case,Gold,6666.0,FN,BUFF,,False,,,,,,6666.0,,
★ Butterfly Knife | Slaughter,Operation Breakout Weapon Case,Gold,11747.0,FN,YOUPIN,,False,,,,,,11747.0,,
★ Butterfly Knife | Stained,Operation Breakout Weapon Case,Gold,6479.0,FN,YOUPIN,,False,,,,,,6479.0,,
★ Butterfly Knife | Tiger Tooth,Spectrum 2 Case,Gold,8680.65,FN,C5,,False,,,,,,8680.65,,
★ Butterfly Knife | Ultraviolet,Spectrum 2 Case,Gold,14000.0,FN,YOUPIN,,False,,,,,,14000.0,,
★ Butterfly Knife | Urban Masked,Operation Breakout Weapon Case,Gold,6000.0,FN,C5,,False,,,,,,6000.0,,
★ Classic Knife | Case Hardened,CS20 Case,Gold,2250.0,FN,C5,,False,,,,,,2250.0,,
★ Classic Knife | Crimson Web,CS20 Case,Gold,7755.0,FN,BUFF,,False,,,,,,7755.0,,
★ Classic Knife | Fade,CS20 Case,Gold,1967.5,FN,YOUPIN,,False,,,,,,1967.5,,
★ Classic Knife | Forest DDPAT,CS20 Case,Gold,1899.0,FN,BUFF,,False,,,,,,1899.0,,
★ Classic Knife | Night Stripe,CS20 Case,Gold,3199.5,FN,YOUPIN,,False,,,,,,3199.5,,
★ Classic Knife | Safari Mesh,CS20 Case,Gold,5500.0,FN,BUFF,,False,,,,,,5500.0,,
★ Classic Knife | Scorched,CS20 Case,Gold,9999.0,FN,BUFF,,False,,,,,,9999.0,,
★ Classic Knife | Slaughter,CS20 Case,Gold,1340.0,FN,YOUPIN,,False,,,,,,1340.0,,
★ Classic Knife | Stained,CS20 Case,Gold,1035.0,FN,YOUPIN,,False,,,,,,1035.0,,
★ Classic Knife | Urban Masked,CS20 Case,Gold,2395.0,FN,BUFF,,False,,,,,,2395.0,,
★ Driver Gloves | Black Tie,Operation Broken Fang Case,Gold,12880.0,FN,BUFF,,False,,,,,,12880.0,,
★ Driver Gloves | Convoy,Glove Case,Gold,6886.5,FN,YOUPIN,,False,,,,,,6886.5,,
★ Driver Gloves | Crimson Weave,Glove Case,Gold,16998.5,FN,YOUPIN,,False,,,,,,16998.5,,
★ Driver Gloves | Diamondback,Glove Case,Gold,11000.0,FN,YOUPIN,,False,,,,,,11000.0,,
★ Driver Gloves | Imperial Plaid,Clutch Case,Gold,8250.0,FN,BUFF,,False,,,,,,8250.0,,
★ Driver Gloves | King Snake,Clutch Case,Gold,29998.0,FN,YOUPIN,,False,,,,,,29998.0,,
★ Driver Gloves | Lunar Weave,Glove Case,Gold,22222.0,FN,YOUPIN,,False,,,,,,22222.0,,
★ Driver Gloves | Overtake,Clutch Case,Gold,3497.5,FN,YOUPIN,,False,,,,,,3497.5,,
★ Driver Gloves | Queen Jaguar,Operation Broken Fang Case,Gold,4150.0,FN,C5,,False,,,,,,4150.0,,
★ Driver Gloves | Racing Green,Revolution Case,Gold,2665.0,FN,YOUPIN,,False,,,,,,2665.0,,
★ Driver Gloves | Rezan the Red,Operation Broken Fang Case,Gold,6988.0,FN,YOUPIN,,False,,,,,,6988.0,,
★ Driver Gloves | Snow Leopard,Operation Broken Fang Case,Gold,18214.0,FN,C5,,False,,,,,,18214.0,,
★ Falchion Knife | Autotronic,Dreams & Nightmares Case,Gold,1211.0,FN,YOUPIN,,False,,,,,,1211.0,,
★ Falchion Knife | Blue Steel,Falchion Case,Gold,1999.0,FN,BUFF,,False,,,,,,1999.0,,
★ Falchion Knife | Boreal Forest,Falchion Case,Gold,2839.86,FN,STEAM,,False,,,,,,2839.86,,
★ Falchion Knife | Bright Water,Dreams & Nightmares Case,Gold,593.0,FN,BUFF,,False,,,,,,593.0,,
★ Falchion Knife | Case Hardened,Falchion Case,Gold,2799.0,FN,BUFF,,False,,,,,,2799.0,,
★ Falchion Knife | Crimson Web,Falchion Case,Gold,19999.0,FN,BUFF,,False,,,,,,19999.0,,
★ Falchion Knife | Damascus Steel,Spectrum 2 Case,Gold,775.5,FN,YOUPIN,,False,,,,,,775.5,,
★ Falchion Knife | Doppler,Spectrum 2 Case,Gold,1995.49,FN,YOUPIN,,False,,,,,,1995.49,,
★ Falchion Knife | Fade,Falchion Case,Gold,1600.0,FN,BUFF,,False,,,,,,1600.0,,
★ Falchion Knife | Forest DDPAT,Falchion Case,Gold,2367.49,FN,STEAM,,False,,,,,,2367.49,,
★ Falchion Knife | Freehand,Dreams & Nightmares Case,Gold,680.0,FN,BUFF,,False,,,,,,680.0,,
★ Falchion Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1647.0,FN,BUFF,,False,,,,,,1647.0,,
★ Falchion Knife | Lore,Dreams & Nightmares Case,Gold,1200.0,FN,YOUPIN,,False,,,,,,1200.0,,
★ Falchion Knife | Marble Fade,Spectrum 2 Case,Gold,1285.0,FN,YOUPIN,,False,,,,,,1285.0,,
★ Falchion Knife | Night,Falchion Case,Gold,2099.0,FN,BUFF,,False,,,,,,2099.0,,
★ Falchion Knife | Rust Coat,Spectrum 2 Case,Gold,580.0,WW,YOUPIN,,False,,,,,,580.0,,
★ Falchion Knife | Safari Mesh,Falchion Case,Gold,1175.0,FN,BUFF,,False,,,,,,1175.0,,
★ Falchion Knife | Scorched,Falchion Case,Gold,1000.0,FN,BUFF,,False,,,,,,1000.0,,
★ Falchion Knife | Slaughter,Falchion Case,Gold,1799.0,FN,YOUPIN,,False,,,,,,1799.0,,
★ Falchion Knife | Stained,Falchion Case,Gold,1098.5,FN,BUFF,,False,,,,,,1098.5,,
★ Falchion Knife | Tiger Tooth,Spectrum 2 Case,Gold,1059.0,FN,YOUPIN,,False,,,,,,1059.0,,
★ Falchion Knife | Ultraviolet,Spectrum 2 Case,Gold,1999.0,FN,BUFF,,False,,,,,,1999.0,,
★ Falchion Knife | Urban Masked,Falchion Case,Gold,1666.0,FN,BUFF,,False,,,,,,1666.0,,
★ Flip Knife | Black Laminate,Gamma 2 Case,Gold,750.0,BS,C5,,False,,,,,,750.0,,
★ Flip Knife | Blue Steel,CSGO Weapon Case,Gold,2150.0,FN,YOUPIN,,False,,,,,,2150.0,,
★ Flip Knife | Boreal Forest,CSGO Weapon Case,Gold,1888.0,FN,BUFF,,False,,,,,,1888.0,,
★ Flip Knife | Case Hardened,CSGO Weapon Case,Gold,2400.0,FN,YOUPIN,,False,,,,,,2400.0,,
★ Flip Knife | Crimson Web,CSGO Weapon Case,Gold,9666.0,FN,BUFF,,False,,,,,,9666.0,,
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,870.0,FN,BUFF,,False,,,,,,870.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2199.0,FN,YOUPIN,,False,,,,,,2199.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2600.0,MW,YOUPIN,,False,,,,,,2600.0,,
★ Flip Knife | Fade,CSGO Weapon Case,Gold,2398.0,FN,YOUPIN,,False,,,,,,2398.0,,
★ Flip Knife | Forest DDPAT,CSGO Weapon Case,Gold,1988.0,FN,BUFF,,False,,,,,,1988.0,,
★ Flip Knife | Gamma Doppler,Gamma Case,Gold,3050.0,FN,BUFF,,False,,,,,,3050.0,,
★ Flip Knife | Marble Fade,Chroma 2 Case,Gold,1739.5,FN,YOUPIN,,False,,,,,,1739.5,,
★ Flip Knife | Night,CSGO Weapon Case,Gold,3859.5,FN,YOUPIN,,False,,,,,,3859.5,,
★ Flip Knife | Rust Coat,Chroma 2 Case,Gold,699.0,WW,YOUPIN,,False,,,,,,699.0,,
★ Flip Knife | Safari Mesh,CSGO Weapon Case,Gold,1600.0,FN,YOUPIN,,False,,,,,,1600.0,,
★ Flip Knife | Scorched,CSGO Weapon Case,Gold,2865.92,FN,STEAM,,False,,,,,,2865.92,,
★ Flip Knife | Slaughter,CSGO Weapon Case,Gold,1987.5,FN,YOUPIN,,False,,,,,,1987.5,,
★ Flip Knife | Stained,CSGO Weapon Case,Gold,1388.0,FN,C5,,False,,,,,,1388.0,,
★ Flip Knife | Tiger Tooth,Chroma 2 Case,Gold,1470.0,FN,YOUPIN,,False,,,,,,1470.0,,
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,2399.5,FN,YOUPIN,,False,,,,,,2399.5,,
★ Flip Knife | Urban Masked,CSGO Weapon Case,Gold,15478.89,FN,BUFF,,False,,,,,,15478.89,,
★ Gut Knife | Autotronic,Gamma 2 Case,Gold,1590.0,FN,C5,,False,,,,,,1590.0,,
★ Gut Knife | Black Laminate,Gamma 2 Case,Gold,850.0,FN,BUFF,,False,,,,,,850.0,,
★ Gut Knife | Blue Steel,CSGO Weapon Case,Gold,1190.0,FN,YOUPIN,,False,,,,,,1190.0,,
★ Gut Knife | Boreal Forest,CSGO Weapon Case,Gold,6585.2,FN,STEAM,,False,,,,,,6585.2,,
★ Gut Knife | Bright Water,Gamma 2 Case,Gold,488.5,FN,YOUPIN,,False,,,,,,488.5,,
★ Gut Knife | Case Hardened,CSGO Weapon Case,Gold,2181.44,FN,STEAM,,False,,,,,,2181.44,,
★ Gut Knife | Crimson Web,CSGO Weapon Case,Gold,5696.24,FN,HALOSKINS,,False,,,,,,5696.24,,
★ Gut Knife | Damascus Steel,Chroma 2 Case,Gold,515.0,FN,YOUPIN,,False,,,,,,515.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,846.3,FN,YOUPIN,,False,,,,,,846.3,,
★ Gut Knife | Fade,CSGO Weapon Case,Gold,949.5,FN,BUFF,,False,,,,,,949.5,,
★ Gut Knife | Forest DDPAT,CSGO Weapon Case,Gold,1204.32,FN,STEAM,,False,,,,,,1204.32,,
★ Gut Knife | Freehand,Gamma 2 Case,Gold,546.0,FN,YOUPIN,,False,,,,,,546.0,,
★ Gut Knife | Gamma Doppler,Gamma 2 Case,Gold,1097.0,FN,BUFF,,False,,,,,,1097.0,,
★ Gut Knife | Lore,Gamma 2 Case,Gold,1067.5,FN,C5,,False,,,,,,1067.5,,
★ Gut Knife | Marble Fade,Chroma 2 Case,Gold,791.0,FN,YOUPIN,,False,,,,,,791.0,,
★ Gut Knife | Night,CSGO Weapon Case,Gold,450.0,MW,YOUPIN,,False,,,,,,450.0,,
★ Gut Knife | Rust Coat,Chroma 2 Case,Gold,551.0,WW,C5,,False,,,,,,551.0,,
★ Gut Knife | Safari Mesh,CSGO Weapon Case,Gold,2799.5,FN,BUFF,,False,,,,,,2799.5,,
★ Gut Knife | Scorched,CSGO Weapon Case,Gold,2782.18,FN,STEAM,,False,,,,,,2782.18,,
★ Gut Knife | Slaughter,Operation Bravo Case,Gold,966.0,FN,YOUPIN,,False,,,,,,966.0,,
★ Gut Knife | Stained,ESports 2013 Case,Gold,999.0,FN,YOUPIN,,False,,,,,,999.0,,
★ Gut Knife | Tiger Tooth,Chroma 2 Case,Gold,695.0,FN,YOUPIN,,False,,,,,,695.0,,
★ Gut Knife | Ultraviolet,Chroma 2 Case,Gold,1600.0,FN,BUFF,,False,,,,,,1600.0,,
★ Gut Knife | Urban Masked,ESports 2013 Case,Gold,999.0,FN,BUFF,,False,,,,,,999.0,,
★ Hand Wraps | Arboreal,Clutch Case,Gold,2051.29,FN,BUFF,,False,,,,,,2051.29,,
★ Hand Wraps | Badlands,Glove Case,Gold,7499.5,FN,BUFF,,False,,,,,,7499.5,,
★ Hand Wraps | CAUTION!,Operation Broken Fang Case,Gold,7888.0,FN,YOUPIN,,False,,,,,,7888.0,,
★ Hand Wraps | Cobalt Skulls,Clutch Case,Gold,11999.0,FN,YOUPIN,,False,,,,,,11999.0,,
★ Hand Wraps | Constrictor,Operation Broken Fang Case,Gold,2399.5,FN,YOUPIN,,False,,,,,,2399.5,,
★ Hand Wraps | Desert Shamagh,Operation Broken Fang Case,Gold,3188.0,FN,YOUPIN,,False,,,,,,3188.0,,
★ Hand Wraps | Duct Tape,Clutch Case,Gold,2800.0,FN,YOUPIN,,False,,,,,,2800.0,,
★ Hand Wraps | Giraffe,Operation Broken Fang Case,Gold,3000.0,FN,YOUPIN,,False,,,,,,3000.0,,
★ Hand Wraps | Leather,Glove Case,Gold,11800.0,FN,C5,,False,,,,,,11800.0,,
★ Hand Wraps | Overprint,Clutch Case,Gold,3999.0,FN,YOUPIN,,False,,,,,,3999.0,,
★ Hand Wraps | Slaughter,Glove Case,Gold,12499.0,FN,YOUPIN,,False,,,,,,12499.0,,
★ Hand Wraps | Spruce DDPAT,Glove Case,Gold,10999.5,FN,BUFF,,False,,,,,,10999.5,,
★ Huntsman Knife | Autotronic,Dreams & Nightmares Case,Gold,1400.0,FN,BUFF,,False,,,,,,1400.0,,
★ Huntsman Knife | Black Laminate,Dreams & Nightmares Case,Gold,1232.5,FN,YOUPIN,,False,,,,,,1232.5,,
★ Huntsman Knife | Blue Steel,Huntsman Weapon Case,Gold,2200.0,FN,BUFF,,False,,,,,,2200.0,,
★ Huntsman Knife | Boreal Forest,Huntsman Weapon Case,Gold,2000.0,FN,BUFF,,False,,,,,,2000.0,,
★ Huntsman Knife | Bright Water,Operation Riptide Case,Gold,561.0,FN,YOUPIN,,False,,,,,,561.0,,
★ Huntsman Knife | Case Hardened,Huntsman Weapon Case,Gold,3569.0,FN,BUFF,,False,,,,,,3569.0,,
★ Huntsman Knife | Crimson Web,Huntsman Weapon Case,Gold,5555.0,FN,YOUPIN,,False,,,,,,5555.0,,
★ Huntsman Knife | Damascus Steel,Spectrum 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Huntsman Knife | Doppler,Spectrum 2 Case,Gold,2266.0,FN,YOUPIN,,False,,,,,,2266.0,,
★ Huntsman Knife | Fade,Huntsman Weapon Case,Gold,1848.0,FN,YOUPIN,,False,,,,,,1848.0,,
★ Huntsman Knife | Forest DDPAT,Huntsman Weapon Case,Gold,2136.09,FN,STEAM,,False,,,,,,2136.09,,
★ Huntsman Knife | Freehand,Dreams & Nightmares Case,Gold,638.5,FN,YOUPIN,,False,,,,,,638.5,,
★ Huntsman Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1660.0,FN,BUFF,,False,,,,,,1660.0,,
★ Huntsman Knife | Lore,Dreams & Nightmares Case,Gold,1087.5,FN,YOUPIN,,False,,,,,,1087.5,,
★ Huntsman Knife | Marble Fade,Spectrum 2 Case,Gold,1345.0,FN,YOUPIN,,False,,,,,,1345.0,,
★ Huntsman Knife | Night,Huntsman Weapon Case,Gold,12728.17,FN,STEAM,,False,,,,,,12728.17,,
★ Huntsman Knife | Rust Coat,Spectrum 2 Case,Gold,549.5,WW,BUFF,,False,,,,,,549.5,,
★ Huntsman Knife | Safari Mesh,Huntsman Weapon Case,Gold,999.0,FN,BUFF,,False,,,,,,999.0,,
★ Huntsman Knife | Scorched,Huntsman Weapon Case,Gold,3292.56,FN,STEAM,,False,,,,,,3292.56,,
★ Huntsman Knife | Slaughter,Huntsman Weapon Case,Gold,2000.0,FN,BUFF,,False,,,,,,2000.0,,
★ Huntsman Knife | Stained,Huntsman Weapon Case,Gold,1450.0,FN,BUFF,,False,,,,,,1450.0,,
★ Huntsman Knife | Tiger Tooth,Spectrum 2 Case,Gold,1115.0,FN,YOUPIN,,False,,,,,,1115.0,,
★ Huntsman Knife | Ultraviolet,Spectrum 2 Case,Gold,2800.0,FN,YOUPIN,,False,,,,,,2800.0,,
★ Huntsman Knife | Urban Masked,Huntsman Weapon Case,Gold,2000.0,FN,YOUPIN,,False,,,,,,2000.0,,
★ Hydra Gloves | Case Hardened,Clutch Case,Gold,3142.0,FN,YOUPIN,,False,,,,,,3142.0,,
★ Hydra Gloves | Emerald,Clutch Case,Gold,1747.6,FN,YOUPIN,,False,,,,,,1747.6,,
★ Hydra Gloves | Mangrove,Clutch Case,Gold,1800.0,FN,YOUPIN,,False,,,,,,1800.0,,
★ Hydra Gloves | Rattler,Clutch Case,Gold,1930.47,FN,C5,,False,,,,,,1930.47,,
★ Karambit | Autotronic,Gamma 2 Case,Gold,13437.0,FN,C5,,False,,,,,,13437.0,,
★ Karambit | Black Laminate,Gamma 2 Case,Gold,7190.0,FN,BUFF,,False,,,,,,7190.0,,
★ Karambit | Blue Steel,Operation Bravo Case,Gold,8866.0,FN,YOUPIN,,False,,,,,,8866.0,,
★ Karambit | Boreal Forest,ESports 2013 Case,Gold,7119.58,FN,STEAM,,False,,,,,,7119.58,,
★ Karambit | Bright Water,Gamma 2 Case,Gold,3878.5,FN,YOUPIN,,False,,,,,,3878.5,,
★ Karambit | Case Hardened,ESports 2013 Case,Gold,11679.0,FN,YOUPIN,,False,,,,,,11679.0,,
★ Karambit | Case Hardened,Operation Vanguard Weapon Case,Gold,4689.0,WW,BUFF,,False,,,,,,4689.0,,
★ Karambit | Crimson Web,ESports 2013 Case,Gold,48888.0,FN,YOUPIN,,False,,,,,,48888.0,,
★ Karambit | Crimson Web,Operation Phoenix Weapon Case,Gold,4150.0,FT,YOUPIN,,False,,,,,,4150.0,,
★ Karambit | Damascus Steel,Chroma 2 Case,Gold,4580.0,FN,YOUPIN,,False,,,,,,4580.0,,
★ Karambit | Doppler,Chroma 2 Case,Gold,10399.5,FN,C5,,False,,,,,,10399.5,,
★ Karambit | Fade,ESports 2013 Case,Gold,15849.5,FN,YOUPIN,,False,,,,,,15849.5,,
★ Karambit | Fade,CSGO Weapon Case 2,Gold,16100.0,MW,YOUPIN,,False,,,,,,16100.0,,
★ Karambit | Forest DDPAT,CSGO Weapon Case 2,Gold,8000.0,FN,C5,,False,,,,,,8000.0,,
★ Karambit | Freehand,Gamma 2 Case,Gold,4049.0,FN,YOUPIN,,False,,,,,,4049.0,,
★ Karambit | Gamma Doppler,Gamma 2 Case,Gold,21300.0,FN,C5,,False,,,,,,21300.0,,
★ Karambit | Lore,Gamma 2 Case,Gold,9888.99,FN,C5,,False,,,,,,9888.99,,
★ Karambit | Marble Fade,Chroma 2 Case,Gold,8133.49,FN,YOUPIN,,False,,,,,,8133.49,,
★ Karambit | Night,CSGO Weapon Case 2,Gold,13300.0,FN,YOUPIN,,False,,,,,,13300.0,,
★ Karambit | Night,CSGO Weapon Case,Gold,3200.0,FT,C5,,False,,,,,,3200.0,,
★ Karambit | Rust Coat,Chroma 2 Case,Gold,3224.0,WW,YOUPIN,,False,,,,,,3224.0,,
★ Karambit | Safari Mesh,CSGO Weapon Case,Gold,4000.0,FN,YOUPIN,,False,,,,,,4000.0,,
★ Karambit | Scorched,CSGO Weapon Case,Gold,6999.99,FN,BUFF,,False,,,,,,6999.99,,
★ Karambit | Slaughter,CSGO Weapon Case,Gold,8199.5,FN,BUFF,,False,,,,,,8199.5,,
★ Karambit | Stained,CSGO Weapon Case,Gold,5100.0,FN,BUFF,,False,,,,,,5100.0,,
★ Karambit | Tiger Tooth,Chroma 2 Case,Gold,6830.0,FN,C5,,False,,,,,,6830.0,,
★ Karambit | Ultraviolet,Chroma 2 Case,Gold,13888.0,FN,BUFF,,False,,,,,,13888.0,,
★ Karambit | Urban Masked,CSGO Weapon Case,Gold,6828.51,FN,STEAM,,False,,,,,,6828.51,,
★ M9 Bayonet | Autotronic,Gamma 2 Case,Gold,10000.0,FN,YOUPIN,,False,,,,,,10000.0,,
★ M9 Bayonet | Black Laminate,Gamma 2 Case,Gold,5005.0,FN,YOUPIN,,False,,,,,,5005.0,,
★ M9 Bayonet | Blue Steel,CSGO Weapon Case,Gold,5888.0,FN,YOUPIN,,False,,,,,,5888.0,,
★ M9 Bayonet | Boreal Forest,CSGO Weapon Case,Gold,6999.0,FN,BUFF,,False,,,,,,6999.0,,
★ M9 Bayonet | Bright Water,Gamma 2 Case,Gold,2960.0,FN,YOUPIN,,False,,,,,,2960.0,,
★ M9 Bayonet | Case Hardened,CSGO Weapon Case,Gold,8500.0,FN,BUFF,,False,,,,,,8500.0,,
★ M9 Bayonet | Crimson Web,CSGO Weapon Case,Gold,35255.0,FN,YOUPIN,,False,,,,,,35255.0,,
★ M9 Bayonet | Damascus Steel,Chroma Case,Gold,3444.0,FN,BUFF,,False,,,,,,3444.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7698.5,FN,YOUPIN,,False,,,,,,7698.5,,
★ M9 Bayonet | Fade,Operation Bravo Case,Gold,8247.0,FN,YOUPIN,,False,,,,,,8247.0,,
★ M9 Bayonet | Forest DDPAT,CSGO Weapon Case,Gold,5000.0,FN,BUFF,,False,,,,,,5000.0,,
★ M9 Bayonet | Freehand,Gamma 2 Case,Gold,3020.0,FN,YOUPIN,,False,,,,,,3020.0,,
★ M9 Bayonet | Gamma Doppler,Gamma 2 Case,Gold,12250.0,FN,BUFF,,False,,,,,,12250.0,,
★ M9 Bayonet | Lore,Gamma 2 Case,Gold,10699.0,FN,C5,,False,,,,,,10699.0,,
★ M9 Bayonet | Marble Fade,Chroma 2 Case,Gold,6150.0,FN,YOUPIN,,False,,,,,,6150.0,,
★ M9 Bayonet | Night,CSGO Weapon Case,Gold,10220.96,FN,C5,,False,,,,,,10220.96,,
★ M9 Bayonet | Rust Coat,Chroma 2 Case,Gold,2549.0,WW,YOUPIN,,False,,,,,,2549.0,,
★ M9 Bayonet | Safari Mesh,Operation Bravo Case,Gold,1949.5,MW,BUFF,,False,,,,,,1949.5,,
★ M9 Bayonet | Scorched,CSGO Weapon Case,Gold,6500.0,FN,YOUPIN,,False,,,,,,6500.0,,
★ M9 Bayonet | Slaughter,CSGO Weapon Case,Gold,6800.0,FN,BUFF,,False,,,,,,6800.0,,
★ M9 Bayonet | Stained,CSGO Weapon Case,Gold,3800.0,FN,YOUPIN,,False,,,,,,3800.0,,
★ M9 Bayonet | Tiger Tooth,Chroma 2 Case,Gold,5095.99,FN,YOUPIN,,False,,,,,,5095.99,,
★ M9 Bayonet | Ultraviolet,Chroma 2 Case,Gold,9300.0,FN,BUFF,,False,,,,,,9300.0,,
★ M9 Bayonet | Urban Masked,CSGO Weapon Case,Gold,2256.0,MW,YOUPIN,,False,,,,,,2256.0,,
★ Moto Gloves | 3rd Commando Company,Operation Broken Fang Case,Gold,2000.0,FN,YOUPIN,,False,,,,,,2000.0,,
