name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
P250 | Re.built,Revolution Case,Mil-Spec,4.49,FN,BUFF,,False,Restricted,10.0,16.686,崭新,1.6686,4.49,-2.8214,-0.6283741648106904
MP9 | Featherweight,Revolution Case,Mil-Spec,4.53,FN,C5,,False,Restricted,10.0,16.686,崭新,1.6686,4.53,-2.8614,-0.6316556291390728
Tec-9 | Rebel,Revolution Case,Mil-Spec,4.53,FN,C5,,False,Restricted,10.0,16.686,崭新,1.6686,4.53,-2.8614,-0.6316556291390728
P2000 | Lifted Spirits,Dreams & Nightmares Case,Mil-Spec,4.44,FN,C5,,False,Restricted,10.0,15.174000000000001,崭新,1.5174,4.44,-2.9226,-0.6582432432432432
MP9 | Black Sand,Clutch Case,Mil-Spec,4.78,FN,C5,,False,Restricted,10.0,18.166,崭新,1.8166,4.78,-2.9634,-0.6199581589958159
M4A1-S | Night Terror,Dreams & Nightmares Case,Restricted,15.2,FN,BUFF,,False,Classified,10.0,122.29666666666667,崭新,12.229666666666667,15.2,-2.9703333333333326,-0.19541666666666663
MAC-10 | Ensnared,Dreams & Nightmares Case,Mil-Spec,4.5,FN,YOUPIN,,False,Restricted,10.0,15.174000000000001,崭新,1.5174,4.5,-2.9825999999999997,-0.6628
M249 | Deep Relief,Operation Broken Fang Case,Mil-Spec,16.15,FN,BUFF,,False,Restricted,10.0,130.804,崭新,13.080400000000001,16.15,-3.0695999999999977,-0.19006811145510824
Nova | Wild Six,Clutch Case,Restricted,16.34,FN,BUFF,,False,Classified,10.0,132.63,崭新,13.263,16.34,-3.077,-0.1883108935128519
Nova | Gila,Glove Case,Restricted,62.9,FN,YOUPIN,,False,Classified,10.0,597.4666666666667,崭新,59.74666666666667,62.9,-3.153333333333329,-0.05013248542660301
Sawed-Off | Spirit Board,Dreams & Nightmares Case,Mil-Spec,4.74,FN,C5,,False,Restricted,10.0,15.174000000000001,崭新,1.5174,4.74,-3.2226,-0.679873417721519
MP5-SD | Liquidation,Revolution Case,Mil-Spec,4.93,FN,BUFF,,False,Restricted,10.0,16.686,崭新,1.6686,4.93,-3.2613999999999996,-0.6615415821501014
R8 Revolver | Grip,Clutch Case,Mil-Spec,5.09,FN,BUFF,,False,Restricted,10.0,18.166,崭新,1.8166,5.09,-3.2733999999999996,-0.6431041257367387
P90 | Virus,ESports 2014 Summer Case,Restricted,95.0,FN,YOUPIN,,False,Classified,10.0,917.1375,崭新,91.71375,95.0,-3.2862499999999955,-0.03459210526315785
MP5-SD | Necro Jr.,Dreams & Nightmares Case,Mil-Spec,4.83,FN,BUFF,,False,Restricted,10.0,15.174000000000001,崭新,1.5174,4.83,-3.3125999999999998,-0.6858385093167702
UMP-45 | Arctic Wolf,Clutch Case,Restricted,16.59,FN,BUFF,,False,Classified,10.0,132.63,崭新,13.263,16.59,-3.327,-0.20054249547920433
Desert Eagle | Oxide Blaze,Spectrum Case,Mil-Spec,6.3,FN,BUFF,,False,Restricted,10.0,29.494,崭新,2.9494,6.3,-3.3506,-0.5318412698412699
USP-S | Flashback,Danger Zone Case,Restricted,13.5,FN,YOUPIN,,False,Classified,10.0,100.77333333333333,崭新,10.077333333333332,13.5,-3.422666666666668,-0.25353086419753096
MAC-10 | Classic Crate,CS20 Case,Mil-Spec,5.44,FN,BUFF,,False,Restricted,10.0,19.8,崭新,1.98,5.44,-3.4600000000000004,-0.636029411764706
Five-SeveN | Scrawl,Dreams & Nightmares Case,Mil-Spec,4.98,FN,BUFF,,False,Restricted,10.0,15.174000000000001,崭新,1.5174,4.98,-3.4626,-0.695301204819277
G3SG1 | Scavenger,Danger Zone Case,Restricted,13.7,FN,BUFF,,False,Classified,10.0,100.77333333333333,崭新,10.077333333333332,13.7,-3.6226666666666674,-0.26442822384428233
MP7 | Powercore,Horizon Case,Restricted,32.48,FN,BUFF,,False,Classified,10.0,288.12333333333333,崭新,28.812333333333335,32.48,-3.667666666666662,-0.11292077175697852
PP-Bizon | Embargo,Shattered Web Case,Restricted,68.0,FN,C5,,False,Classified,10.0,642.5966666666667,崭新,64.25966666666667,68.0,-3.740333333333325,-0.05500490196078419
Nova | Ranger,Falchion Case,Mil-Spec,8.22,FN,YOUPIN,,False,Restricted,10.0,44.153999999999996,崭新,4.4154,8.22,-3.8046000000000006,-0.4628467153284672
Nova | Ghost Camo,ESports 2013 Winter Case,Mil-Spec,18.0,FN,BUFF,,False,Restricted,10.0,137.24,崭新,13.724,18.0,-4.276,-0.23755555555555555
Dual Berettas | Tread,Operation Riptide Case,Mil-Spec,32.99,FN,BUFF,,False,Restricted,10.0,286.83000000000004,崭新,28.683000000000003,32.99,-4.306999999999999,-0.1305547135495604
XM1014 | Watchdog,Operation Riptide Case,Mil-Spec,33.0,FN,C5,,False,Restricted,10.0,286.83000000000004,崭新,28.683000000000003,33.0,-4.316999999999997,-0.13081818181818172
Glock-18 | Oxide Blaze,Danger Zone Case,Mil-Spec,5.99,FN,BUFF,,False,Restricted,10.0,16.64,崭新,1.6640000000000001,5.99,-4.3260000000000005,-0.72220367278798
Galil AR | Signal,Danger Zone Case,Restricted,14.6,FN,BUFF,,False,Classified,10.0,100.77333333333333,崭新,10.077333333333332,14.6,-4.522666666666668,-0.309771689497717
MAC-10 | Carnivore,Gamma Case,Mil-Spec,7.91,FN,YOUPIN,,False,Restricted,10.0,32.778,崭新,3.2778,7.91,-4.6322,-0.5856131479140328
Glock-18 | Steel Disruption,ESports 2014 Summer Case,Restricted,96.36,FN,C5,,False,Classified,10.0,917.1375,崭新,91.71375,96.36,-4.646249999999995,-0.048217621419676164
Dual Berettas | Cartel,Operation Wildfire Case,Mil-Spec,17.8,FN,BUFF,,False,Restricted,10.0,131.07750000000001,崭新,13.107750000000001,17.8,-4.69225,-0.26360955056179775
SG 553 | Triarch,Gamma 2 Case,Restricted,31.79,FN,BUFF,,False,Classified,10.0,269.1666666666667,崭新,26.916666666666668,31.79,-4.873333333333331,-0.15329768270944735
Galil AR | Crimson Tsunami,Spectrum Case,Restricted,32.28,FN,BUFF,,False,Classified,10.0,272.78333333333336,崭新,27.278333333333336,32.28,-5.001666666666665,-0.15494630318050387
FAMAS | Decommissioned,CS20 Case,Mil-Spec,6.99,FN,YOUPIN,,False,Restricted,10.0,19.8,崭新,1.98,6.99,-5.01,-0.7167381974248926
SG 553 | Danger Close,Danger Zone Case,Mil-Spec,6.76,FN,STEAM,,False,Restricted,10.0,16.64,崭新,1.6640000000000001,6.76,-5.096,-0.7538461538461538
P90 | Elite Build,Falchion Case,Mil-Spec,9.53,FN,C5,,False,Restricted,10.0,44.153999999999996,崭新,4.4154,9.53,-5.114599999999999,-0.5366841552990556
Tec-9 | Jambiya,Operation Wildfire Case,Mil-Spec,18.27,FN,BUFF,,False,Restricted,10.0,131.07750000000001,崭新,13.107750000000001,18.27,-5.1622499999999985,-0.28255336617405574
PP-Bizon | Photic Zone,Operation Wildfire Case,Mil-Spec,18.3,FN,YOUPIN,,False,Restricted,10.0,131.07750000000001,崭新,13.107750000000001,18.3,-5.19225,-0.28372950819672127
MP5-SD | Kitbash,Fracture Case,Restricted,14.9,FN,BUFF,,False,Classified,10.0,96.94333333333333,崭新,9.694333333333333,14.9,-5.2056666666666676,-0.3493736017897092
MAG-7 | Heat,Chroma 2 Case,Restricted,39.8,FN,BUFF,,False,Classified,10.0,343.16333333333336,崭新,34.31633333333333,39.8,-5.4836666666666645,-0.1377805695142378
Five-SeveN | Violent Daimyo,Gamma Case,Mil-Spec,8.82,FN,C5,,False,Restricted,10.0,32.778,崭新,3.2778,8.82,-5.5422,-0.6283673469387755
P250 | Nevermore,Danger Zone Case,Restricted,15.8,FN,BUFF,,False,Classified,10.0,100.77333333333333,崭新,10.077333333333332,15.8,-5.722666666666669,-0.3621940928270043
M249 | Warbird,Shattered Web Case,Mil-Spec,21.2,FN,BUFF,,False,Restricted,10.0,153.79000000000002,崭新,15.379000000000001,21.2,-5.820999999999998,-0.27457547169811314
PP-Bizon | Water Sigil,ESports 2013 Winter Case,Mil-Spec,19.57,FN,C5,,False,Restricted,10.0,137.24,崭新,13.724,19.57,-5.846,-0.2987225344915687
Dual Berettas | Panther,CSGO Weapon Case 3,Mil-Spec,23.8,FN,C5,,False,Restricted,10.0,178.12,崭新,17.812,23.8,-5.9879999999999995,-0.25159663865546217
P250 | Valence,Chroma 2 Case,Mil-Spec,8.59,FN,BUFF,,False,Restricted,10.0,25.522499999999997,崭新,2.55225,8.59,-6.03775,-0.7028812572759022
SCAR-20 | Powercore,Gamma 2 Case,Restricted,33.0,FN,C5,,False,Classified,10.0,269.1666666666667,崭新,26.916666666666668,33.0,-6.083333333333332,-0.1843434343434343
Desert Eagle | Trigger Discipline,Snakebite Case,Restricted,29.55,FN,YOUPIN,,False,Classified,10.0,234.63333333333333,崭新,23.46333333333333,29.55,-6.08666666666667,-0.2059785673998873
G3SG1 | Stinger,Glove Case,Restricted,65.9,FN,BUFF,,False,Classified,10.0,597.4666666666667,崭新,59.74666666666667,65.9,-6.153333333333336,-0.09337379868487611
Nova | Toy Soldier,Horizon Case,Restricted,35.0,FN,BUFF,,False,Classified,10.0,288.12333333333333,崭新,28.812333333333335,35.0,-6.187666666666665,-0.17679047619047614
MP9 | Ruby Poison Dart,Falchion Case,Restricted,21.99,FN,BUFF,,False,Classified,10.0,157.48666666666668,崭新,15.748666666666669,21.99,-6.24133333333333,-0.2838259815067454
Tec-9 | Sandstorm,Operation Phoenix Weapon Case,Mil-Spec,14.8,MW,BUFF,,False,Restricted,10.0,81.85,略磨,8.184999999999999,14.8,-6.615000000000002,-0.4469594594594596
Galil AR | Black Sand,Glove Case,Mil-Spec,15.28,FN,YOUPIN,,False,Restricted,10.0,86.34,崭新,8.634,15.28,-6.645999999999999,-0.43494764397905755
MP5-SD | Condition Zero,Operation Broken Fang Case,Mil-Spec,19.75,FN,YOUPIN,,False,Restricted,10.0,130.804,崭新,13.080400000000001,19.75,-6.669599999999999,-0.33770126582278476
UMP-45 | Delusion,Operation Vanguard Weapon Case,Mil-Spec,24.0,FN,YOUPIN,,False,Restricted,10.0,170.565,崭新,17.0565,24.0,-6.9435,-0.28931250000000003
Glock-18 | Clear Polymer,Snakebite Case,Mil-Spec,11.8,FN,BUFF,,False,Restricted,10.0,45.263999999999996,崭新,4.5264,11.8,-7.273600000000001,-0.616406779661017
FAMAS | Neural Net,Falchion Case,Restricted,23.03,FN,YOUPIN,,False,Classified,10.0,157.48666666666668,崭新,15.748666666666669,23.03,-7.2813333333333325,-0.31616731799102615
P2000 | Turf,Glove Case,Mil-Spec,16.07,FN,YOUPIN,,False,Restricted,10.0,86.34,崭新,8.634,16.07,-7.436,-0.46272557560672056
CZ75-Auto | Hexane,ESports 2014 Summer Case,Mil-Spec,40.0,FN,YOUPIN,,False,Restricted,10.0,325.272,崭新,32.5272,40.0,-7.472799999999999,-0.18681999999999999
P2000 | Red FragCam,CSGO Weapon Case 3,Mil-Spec,25.65,FN,C5,,False,Restricted,10.0,178.12,崭新,17.812,25.65,-7.837999999999997,-0.3055750487329434
P250 | Steel Disruption,ESports 2013 Winter Case,Mil-Spec,21.9,FN,BUFF,,False,Restricted,10.0,137.24,崭新,13.724,21.9,-8.175999999999998,-0.3733333333333333
USP-S | Torque,Falchion Case,Mil-Spec,12.61,FN,YOUPIN,,False,Restricted,10.0,44.153999999999996,崭新,4.4154,12.61,-8.1946,-0.6498493259318001
MP7 | Neon Ply,Shattered Web Case,Restricted,72.7,FN,BUFF,,False,Classified,10.0,642.5966666666667,崭新,64.25966666666667,72.7,-8.440333333333328,-0.1160981201283814
Glock-18 | Moonrise,Clutch Case,Restricted,21.72,FN,C5,,False,Classified,10.0,132.63,崭新,13.263,21.72,-8.456999999999999,-0.3893646408839779
AWP | PAW,Horizon Case,Restricted,37.5,FN,BUFF,,False,Classified,10.0,288.12333333333333,崭新,28.812333333333335,37.5,-8.687666666666665,-0.23167111111111108
UMP-45 | Corporal,Operation Phoenix Weapon Case,Mil-Spec,17.0,FN,C5,,False,Restricted,10.0,81.85,崭新,8.184999999999999,17.0,-8.815000000000001,-0.5185294117647059
MP7 | Guerrilla,Operation Riptide Case,Mil-Spec,38.0,FN,YOUPIN,,False,Restricted,10.0,286.83000000000004,崭新,28.683000000000003,38.0,-9.316999999999997,-0.2451842105263157
Sawed-Off | Zander,Spectrum Case,Mil-Spec,12.28,FN,BUFF,,False,Restricted,10.0,29.494,崭新,2.9494,12.28,-9.3306,-0.7598208469055375
Five-SeveN | Nightshade,ESports 2013 Winter Case,Mil-Spec,23.14,FN,C5,,False,Restricted,10.0,137.24,崭新,13.724,23.14,-9.416,-0.406914433880726
FAMAS | Hexane,CSGO Weapon Case 2,Mil-Spec,20.0,FN,BUFF,,False,Restricted,10.0,101.0675,崭新,10.10675,20.0,-9.89325,-0.4946625
G3SG1 | Azure Zebra,ESports 2013 Winter Case,Mil-Spec,23.8,FN,BUFF,,False,Restricted,10.0,137.24,崭新,13.724,23.8,-10.076,-0.42336134453781515
Dual Berettas | Royal Consorts,Glove Case,Restricted,69.9,FN,BUFF,,False,Classified,10.0,597.4666666666667,崭新,59.74666666666667,69.9,-10.153333333333336,-0.14525512637100624
USP-S | Cyrex,Glove Case,Restricted,70.0,FN,BUFF,,False,Classified,10.0,597.4666666666667,崭新,59.74666666666667,70.0,-10.25333333333333,-0.14647619047619043
XM1014 | Entombed,Fracture Case,Classified,60.0,FN,YOUPIN,,False,Covert,10.0,494.895,崭新,49.4895,60.0,-10.5105,-0.175175
MP9 | Mount Fuji,Operation Riptide Case,Restricted,118.99,FN,BUFF,,False,Classified,10.0,1082.8333333333333,崭新,108.28333333333333,118.99,-10.706666666666663,-0.08997955010224946
MAG-7 | SWAG-7,Clutch Case,Restricted,23.99,FN,BUFF,,False,Classified,10.0,132.63,崭新,13.263,23.99,-10.726999999999999,-0.4471446436015006
P250 | Hive,CSGO Weapon Case 2,Mil-Spec,20.9,FN,YOUPIN,,False,Restricted,10.0,101.0675,崭新,10.10675,20.9,-10.793249999999999,-0.5164234449760765
Nova | Rising Skull,Winter Offensive Weapon Case,Restricted,49.0,FN,C5,,False,Classified,10.0,381.09999999999997,崭新,38.11,49.0,-10.89,-0.22224489795918367
Tec-9 | Blue Titanium,CSGO Weapon Case 2,Mil-Spec,21.22,FN,YOUPIN,,False,Restricted,10.0,101.0675,崭新,10.10675,21.22,-11.113249999999999,-0.5237158341187559
XM1014 | XOXO,Snakebite Case,Classified,159.9,FN,YOUPIN,,False,Covert,10.0,1486.495,崭新,148.6495,159.9,-11.250500000000017,-0.07035959974984375
Sawed-Off | Highwayman,Operation Vanguard Weapon Case,Restricted,29.16,FN,C5,,False,Classified,10.0,177.29333333333332,崭新,17.729333333333333,29.16,-11.430666666666667,-0.3919981710105167
P2000 | Imperial Dragon,Gamma Case,Classified,198.49,FN,BUFF,,False,Covert,10.0,1869.0,崭新,186.9,198.49,-11.590000000000003,-0.058390850924479834
Tec-9 | Fubar,Danger Zone Case,Mil-Spec,13.5,MW,BUFF,,False,Restricted,10.0,16.64,略磨,1.6640000000000001,13.5,-11.836,-0.8767407407407407
G3SG1 | Dream Glade,Dreams & Nightmares Case,Restricted,24.28,FN,BUFF,,False,Classified,10.0,122.29666666666667,崭新,12.229666666666667,24.28,-12.050333333333334,-0.4963069741900055
Five-SeveN | Kami,Winter Offensive Weapon Case,Mil-Spec,19.9,FN,C5,,False,Restricted,10.0,78.45,崭新,7.845000000000001,19.9,-12.054999999999998,-0.6057788944723618
UMP-45 | Scaffold,Spectrum Case,Restricted,39.6,FN,YOUPIN,,False,Classified,10.0,272.78333333333336,崭新,27.278333333333336,39.6,-12.321666666666665,-0.3111531986531986
SG 553 | Cyrex,Falchion Case,Classified,162.5,FN,BUFF,,False,Covert,10.0,1499.995,崭新,149.99949999999998,162.5,-12.500500000000017,-0.07692615384615395
R8 Revolver | Banana Cannon,Revolution Case,Restricted,23.8,FN,C5,,False,Classified,10.0,111.24666666666667,崭新,11.124666666666666,23.8,-12.675333333333334,-0.532577030812325
Glock-18 | Bunsen Burner,Falchion Case,Mil-Spec,17.5,FN,BUFF,,False,Restricted,10.0,44.153999999999996,崭新,4.4154,17.5,-13.0846,-0.7476914285714286
Glock-18 | Sacrifice,CS20 Case,Mil-Spec,15.72,FN,YOUPIN,,False,Restricted,10.0,19.8,崭新,1.98,15.72,-13.74,-0.8740458015267175
MAC-10 | Allure,Fracture Case,Restricted,23.48,FN,BUFF,,False,Classified,10.0,96.94333333333333,崭新,9.694333333333333,23.48,-13.785666666666668,-0.5871237932992618
Galil AR | Vandal,Operation Broken Fang Case,Mil-Spec,27.13,FN,C5,,False,Restricted,10.0,130.804,崭新,13.080400000000001,27.13,-14.049599999999998,-0.5178621452266863
MAG-7 | Monster Call,Fracture Case,Restricted,23.86,FN,YOUPIN,,False,Classified,10.0,96.94333333333333,崭新,9.694333333333333,23.86,-14.165666666666667,-0.5936993573623918
Dual Berettas | Balance,Shattered Web Case,Mil-Spec,29.8,FN,BUFF,,False,Restricted,10.0,153.79000000000002,崭新,15.379000000000001,29.8,-14.421,-0.48392617449664427
PP-Bizon | Harvester,Gamma Case,Mil-Spec,17.98,FN,BUFF,,False,Restricted,10.0,32.778,崭新,3.2778,17.98,-14.702200000000001,-0.8176974416017798
CZ75-Auto | Tread Plate,CSGO Weapon Case 3,Restricted,39.95,FN,BUFF,,False,Classified,10.0,251.3,崭新,25.130000000000003,39.95,-14.82,-0.3709637046307885
MP9 | Food Chain,Snakebite Case,Classified,164.0,FN,BUFF,,False,Covert,10.0,1486.495,崭新,148.6495,164.0,-15.350500000000011,-0.09360060975609763
MAC-10 | Pipe Down,Danger Zone Case,Restricted,25.6,FN,YOUPIN,,False,Classified,10.0,100.77333333333333,崭新,10.077333333333332,25.6,-15.52266666666667,-0.6063541666666667
MP7 | Abyssal Apparition,Dreams & Nightmares Case,Classified,119.39,FN,BUFF,,False,Covert,10.0,1029.25,崭新,102.925,119.39,-16.465000000000003,-0.13790937264427508
FAMAS | ZX Spectron,Operation Riptide Case,Restricted,125.0,FN,YOUPIN,,False,Classified,10.0,1082.8333333333333,崭新,108.28333333333333,125.0,-16.71666666666667,-0.13373333333333334
MAG-7 | Firestarter,Operation Vanguard Weapon Case,Mil-Spec,33.9,FN,BUFF,,False,Restricted,10.0,170.565,崭新,17.0565,33.9,-16.8435,-0.496858407079646
Dual Berettas | Melondrama,Dreams & Nightmares Case,Classified,120.0,FN,YOUPIN,,False,Covert,10.0,1029.25,崭新,102.925,120.0,-17.075000000000003,-0.14229166666666668
Glock-18 | Grinder,Operation Vanguard Weapon Case,Restricted,35.1,FN,C5,,False,Classified,10.0,177.29333333333332,崭新,17.729333333333333,35.1,-17.37066666666667,-0.4948907882241216
M4A1-S | Emphorosaur-S,Revolution Case,Restricted,28.69,FN,BUFF,,False,Classified,10.0,111.24666666666667,崭新,11.124666666666666,28.69,-17.565333333333335,-0.6122458464040897
Galil AR | Blue Titanium,ESports 2013 Winter Case,Mil-Spec,32.0,FN,YOUPIN,,False,Restricted,10.0,137.24,崭新,13.724,32.0,-18.276,-0.571125
PP-Bizon | Blue Streak,ESports 2014 Summer Case,Restricted,110.0,FN,BUFF,,False,Classified,10.0,917.1375,崭新,91.71375,110.0,-18.286249999999995,-0.1662386363636363
USP-S | Blood Tiger,ESports 2014 Summer Case,Mil-Spec,51.56,FN,C5,,False,Restricted,10.0,325.272,崭新,32.5272,51.56,-19.0328,-0.3691388673390225
Nova | Graphite,CSGO Weapon Case 2,Restricted,67.0,FN,BUFF,,False,Classified,10.0,479.5,崭新,47.95,67.0,-19.049999999999997,-0.2843283582089552
Five-SeveN | Monkey Business,Chroma 2 Case,Classified,260.5,MW,YOUPIN,,False,Covert,10.0,2409.5,略磨,240.95,260.5,-19.55000000000001,-0.07504798464491368
Glock-18 | Ironwork,Glove Case,Mil-Spec,28.86,FN,BUFF,,False,Restricted,10.0,86.34,崭新,8.634,28.86,-20.226,-0.7008316008316008
PP-Bizon | High Roller,Spectrum 2 Case,Classified,193.0,FN,YOUPIN,,False,Covert,10.0,1724.0,崭新,172.4,193.0,-20.599999999999994,-0.10673575129533676
CZ75-Auto | Xiangliu,Spectrum Case,Classified,159.47,FN,BUFF,,False,Covert,10.0,1383.5,崭新,138.35,159.47,-21.120000000000005,-0.1324387032043645
SG 553 | Colony IV,Shattered Web Case,Classified,447.0,FN,BUFF,,False,Covert,10.0,4255.275,崭新,425.5275,447.0,-21.472500000000025,-0.04803691275167791
P2000 | Obsidian,Shattered Web Case,Restricted,85.9,FN,BUFF,,False,Classified,10.0,642.5966666666667,崭新,64.25966666666667,85.9,-21.64033333333333,-0.2519247186651144
Negev | Bratatat,ESports 2014 Summer Case,Mil-Spec,54.6,FN,BUFF,,False,Restricted,10.0,325.272,崭新,32.5272,54.6,-22.0728,-0.4042637362637363
MAC-10 | Button Masher,Snakebite Case,Restricted,45.6,FN,C5,,False,Classified,10.0,234.63333333333333,崭新,23.46333333333333,45.6,-22.13666666666667,-0.4854532163742691
AUG | Fleet Flock,Chroma 3 Case,Classified,243.0,FN,YOUPIN,,False,Covert,10.0,2204.65,崭新,220.465,243.0,-22.534999999999997,-0.09273662551440327
MP9 | Rose Iron,Winter Offensive Weapon Case,Restricted,60.8,FN,YOUPIN,,False,Classified,10.0,381.09999999999997,崭新,38.11,60.8,-22.689999999999998,-0.37319078947368417
P250 | Iron Clad,Gamma Case,Mil-Spec,25.99,FN,BUFF,,False,Restricted,10.0,32.778,崭新,3.2778,25.99,-22.7122,-0.8738822624086188
AWP | Duality,Revolution Case,Classified,106.97,FN,BUFF,,False,Covert,10.0,842.5,崭新,84.25,106.97,-22.72,-0.21239599887819013
FAMAS | Rapid Eye Movement,Dreams & Nightmares Case,Classified,127.5,FN,BUFF,,False,Covert,10.0,1029.25,崭新,102.925,127.5,-24.575000000000003,-0.19274509803921572
Tec-9 | Titanium Bit,CSGO Weapon Case 3,Restricted,51.41,FN,BUFF,,False,Classified,10.0,251.3,崭新,25.130000000000003,51.41,-26.279999999999994,-0.5111845944368799
Galil AR | Sandstorm,Winter Offensive Weapon Case,Mil-Spec,34.67,MW,BUFF,,False,Restricted,10.0,78.45,略磨,7.845000000000001,34.67,-26.825000000000003,-0.7737236804153447
M4A4 | Magnesium,Danger Zone Case,Mil-Spec,29.39,FN,BUFF,,False,Restricted,10.0,16.64,崭新,1.6640000000000001,29.39,-27.726,-0.9433821027560394
P90 | Blind Spot,ESports 2013 Winter Case,Restricted,86.84,FN,BUFF,,False,Classified,10.0,585.4966666666667,崭新,58.54966666666667,86.84,-28.290333333333336,-0.32577537233225856
P2000 | Wicked Sick,Revolution Case,Classified,112.79,FN,BUFF,,False,Covert,10.0,842.5,崭新,84.25,112.79,-28.540000000000006,-0.2530366167213406
FAMAS | Djinn,Chroma 2 Case,Classified,269.49,FN,YOUPIN,,False,Covert,10.0,2409.5,崭新,240.95,269.49,-28.54000000000002,-0.10590374410924346
UMP-45 | Wild Child,Revolution Case,Classified,113.98,FN,BUFF,,False,Covert,10.0,842.5,崭新,84.25,113.98,-29.730000000000004,-0.26083523425162314
CZ75-Auto | Yellow Jacket,Falchion Case,Classified,180.5,FN,C5,,False,Covert,10.0,1499.995,崭新,149.99949999999998,180.5,-30.500500000000017,-0.16897783933518015
MAC-10 | Heat,Operation Phoenix Weapon Case,Restricted,96.8,FN,BUFF,,False,Classified,10.0,655.5933333333334,崭新,65.55933333333334,96.8,-31.240666666666655,-0.3227341597796142
FAMAS | Pulse,Winter Offensive Weapon Case,Restricted,69.5,FN,YOUPIN,,False,Classified,10.0,381.09999999999997,崭新,38.11,69.5,-31.39,-0.4516546762589928
P90 | Trigon,Operation Phoenix Weapon Case,Classified,98.0,MW,YOUPIN,,False,Covert,10.0,665.95,略磨,66.595,98.0,-31.405,-0.32045918367346937
Nova | Antique,Operation Phoenix Weapon Case,Classified,98.78,FN,BUFF,,False,Covert,10.0,665.95,崭新,66.595,98.78,-32.185,-0.32582506580279413
P2000 | Handgun,Falchion Case,Restricted,49.0,FN,BUFF,,False,Classified,10.0,157.48666666666668,崭新,15.748666666666669,49.0,-33.251333333333335,-0.6785986394557824
FAMAS | Sergeant,Operation Phoenix Weapon Case,Restricted,99.2,MW,YOUPIN,,False,Classified,10.0,655.5933333333334,略磨,65.55933333333334,99.2,-33.64066666666666,-0.3391196236559139
Tec-9 | Cut Out,Operation Hydra Case,Mil-Spec,84.48,FN,YOUPIN,,False,Restricted,10.0,501.0,崭新,50.1,84.48,-34.38,-0.4069602272727273
R8 Revolver | Llama Cannon,Spectrum 2 Case,Classified,209.99,FN,BUFF,,False,Covert,10.0,1724.0,崭新,172.4,209.99,-37.59,-0.17900852421543884
Glock-18 | Weasel,Gamma 2 Case,Restricted,66.84,FN,C5,,False,Classified,10.0,269.1666666666667,崭新,26.916666666666668,66.84,-39.92333333333333,-0.5972970277279074
Sawed-Off | Wasteland Princess,Glove Case,Classified,590.0,FN,BUFF,,False,Covert,10.0,5487.6849999999995,崭新,548.7684999999999,590.0,-41.231500000000096,-0.06988389830508492
Negev | Loudmouth,Falchion Case,Restricted,59.0,MW,YOUPIN,,False,Classified,10.0,157.48666666666668,略磨,15.748666666666669,59.0,-43.251333333333335,-0.7330734463276837
MP7 | Skulls,CSGO Weapon Case,Mil-Spec,123.0,MW,YOUPIN,,False,Restricted,10.0,793.1999999999999,略磨,79.32,123.0,-43.68000000000001,-0.35512195121951223
Glock-18 | Vogue,Fracture Case,Classified,93.39,FN,BUFF,,False,Covert,10.0,494.895,崭新,49.4895,93.39,-43.9005,-0.4700770960488275
FAMAS | Mecha Industries,Glove Case,Classified,593.4,FN,BUFF,,False,Covert,10.0,5487.6849999999995,崭新,548.7684999999999,593.4,-44.631500000000074,-0.07521317829457377
Dual Berettas | Hemoglobin,CSGO Weapon Case 2,Restricted,93.57,FN,YOUPIN,,False,Classified,10.0,479.5,崭新,47.95,93.57,-45.61999999999999,-0.48754942823554553
MP9 | Airlock,Gamma 2 Case,Classified,233.49,FN,BUFF,,False,Covert,10.0,1876.7,崭新,187.67000000000002,233.49,-45.81999999999999,-0.19623966765171952
AUG | Wings,CSGO Weapon Case,Mil-Spec,125.17,FN,C5,,False,Restricted,10.0,793.1999999999999,崭新,79.32,125.17,-45.85000000000001,-0.3663018295118639
P250 | Muertos,Chroma Case,Classified,144.79,FN,C5,,False,Covert,10.0,960.5,崭新,96.05,144.79,-48.739999999999995,-0.3366254575592237
G3SG1 | Flux,Shadow Case,Classified,315.0,FN,YOUPIN,,False,Covert,10.0,2649.25,崭新,264.925,315.0,-50.07499999999999,-0.15896825396825393
P250 | Splash,ESports 2013 Case,Restricted,436.1,FN,C5,,False,Classified,10.0,3854.0,崭新,385.4,436.1,-50.700000000000045,-0.11625773905067655
MP9 | Hypnotic,CSGO Weapon Case 2,Restricted,98.7,FN,BUFF,,False,Classified,10.0,479.5,崭新,47.95,98.7,-50.75,-0.5141843971631206
USP-S | Cortex,Clutch Case,Classified,173.0,FN,BUFF,,False,Covert,10.0,1210.95,崭新,121.095,173.0,-51.905,-0.30002890173410407
M4A4 | Evil Daimyo,Falchion Case,Restricted,67.75,FN,BUFF,,False,Classified,10.0,157.48666666666668,崭新,15.748666666666669,67.75,-52.001333333333335,-0.7675473554735548
Galil AR | Rocket Pop,Falchion Case,Mil-Spec,59.5,FN,BUFF,,False,Restricted,10.0,44.153999999999996,崭新,4.4154,59.5,-55.0846,-0.9257915966386555
AWP | Fever Dream,Spectrum Case,Classified,193.88,FN,BUFF,,False,Covert,10.0,1383.5,崭新,138.35,193.88,-55.53,-0.28641427687229215
