name,series,tier_raw,price,tier,next_tier,K,avg_out_next,value_per_item,buy_cost,margin
Glock-18 | Winterized,Recoil Case,Mil-Spec,6.97,Mil-Spec,Restricted,10.0,25.258,2.14693,6.97,-4.8230699999999995
Sawed-Off | Spirit Board,Dreams & Nightmares Case,Mil-Spec,6.9,Mil-Spec,Restricted,10.0,24.332,2.06822,6.9,-4.83178
P2000 | Lifted Spirits,Dreams & Nightmares Case,Mil-Spec,6.9,Mil-Spec,Restricted,10.0,24.332,2.06822,6.9,-4.83178
SCAR-20 | Green Marine,Shadow Case,Mil-Spec,12.38,Mil-Spec,Restricted,10.0,87.715,7.455775,12.38,-4.924225000000001
UMP-45 | Labyrinth,Operation Breakout Weapon Case,Mil-Spec,8.18,Mil-Spec,Restricted,10.0,37.803333333333335,3.213283333333333,8.18,-4.966716666666667
PP-Bizon | Runic,Fracture Case,Mil-Spec,7.47,Mil-Spec,Restricted,10.0,29.384999999999998,2.497725,7.47,-4.972275
SG 553 | Heavy Metal,Snakebite Case,Mil-Spec,7.4,Mil-Spec,Restricted,10.0,28.05,2.38425,7.4,-5.015750000000001
Five-SeveN | Scrawl,Dreams & Nightmares Case,Mil-Spec,7.19,Mil-Spec,Restricted,10.0,24.332,2.06822,7.19,-5.12178
AUG | Triqua,Spectrum 2 Case,Mil-Spec,7.9,Mil-Spec,Restricted,10.0,31.137999999999998,2.64673,7.9,-5.2532700000000006
MAG-7 | Petroglyph,Gamma 2 Case,Restricted,36.88,Restricted,Classified,10.0,371.9533333333334,31.616033333333338,36.88,-5.263966666666665
USP-S | Ticket to Hell,Dreams & Nightmares Case,Restricted,22.92,Restricted,Classified,10.0,207.54999999999998,17.64175,22.92,-5.278250000000003
Sawed-Off | Yorick,Revolver Case,Mil-Spec,13.95,Mil-Spec,Restricted,10.0,101.96666666666665,8.667166666666665,13.95,-5.282833333333334
Tec-9 | Ice Cap,Gamma Case,Mil-Spec,9.54,Mil-Spec,Restricted,10.0,48.768,4.14528,9.54,-5.3947199999999995
M4A1-S | Night Terror,Dreams & Nightmares Case,Restricted,23.14,Restricted,Classified,10.0,207.54999999999998,17.64175,23.14,-5.498250000000002
G3SG1 | Hunter,Spectrum 2 Case,Mil-Spec,8.18,Mil-Spec,Restricted,10.0,31.137999999999998,2.64673,8.18,-5.53327
P90 | Freight,Fracture Case,Mil-Spec,8.18,Mil-Spec,Restricted,10.0,29.384999999999998,2.497725,8.18,-5.682275
Sawed-Off | Black Sand,Danger Zone Case,Mil-Spec,8.25,Mil-Spec,Restricted,10.0,29.016000000000002,2.4663600000000003,8.25,-5.78364
FAMAS | Meow 36,Recoil Case,Mil-Spec,7.97,Mil-Spec,Restricted,10.0,25.258,2.14693,7.97,-5.8230699999999995
MP9 | Sand Scale,Glove Case,Mil-Spec,16.51,Mil-Spec,Restricted,10.0,124.314,10.56669,16.51,-5.943310000000002
MP7 | Cirrus,Glove Case,Mil-Spec,16.73,Mil-Spec,Restricted,10.0,124.314,10.56669,16.73,-6.163310000000001
MAG-7 | Sonar,Glove Case,Mil-Spec,16.8,Mil-Spec,Restricted,10.0,124.314,10.56669,16.8,-6.233310000000001
CZ75-Auto | Polymer,Glove Case,Mil-Spec,16.94,Mil-Spec,Restricted,10.0,124.314,10.56669,16.94,-6.373310000000002
PP-Bizon | Fuel Rod,Revolver Case,Restricted,60.8,Restricted,Classified,10.0,640.2166666666667,54.418416666666666,60.8,-6.381583333333332
P250 | Inferno,CS20 Case,Restricted,26.41,Restricted,Classified,10.0,233.63333333333333,19.85883333333333,26.41,-6.551166666666671
XM1014 | Scumbria,Shadow Case,Mil-Spec,14.02,Mil-Spec,Restricted,10.0,87.715,7.455775,14.02,-6.5642249999999995
FAMAS | Decommissioned,CS20 Case,Mil-Spec,8.97,Mil-Spec,Restricted,10.0,28.26,2.4021,8.97,-6.567900000000001
M4A4 | Poly Mag,Recoil Case,Mil-Spec,8.75,Mil-Spec,Restricted,10.0,25.258,2.14693,8.75,-6.603070000000001
P90 | Vent Rush,Recoil Case,Restricted,19.93,Restricted,Classified,10.0,156.66333333333333,13.31638333333333,19.93,-6.613616666666669
P250 | Wingshot,Shadow Case,Restricted,82.09,Restricted,Classified,10.0,886.0099999999999,75.31084999999999,82.09,-6.7791500000000156
SG 553 | Tiger Moth,Revolver Case,Restricted,61.37,Restricted,Classified,10.0,640.2166666666667,54.418416666666666,61.37,-6.951583333333332
CZ75-Auto | Circaetus,Snakebite Case,Mil-Spec,9.39,Mil-Spec,Restricted,10.0,28.05,2.38425,9.39,-7.005750000000001
M249 | Downtown,Recoil Case,Restricted,20.57,Restricted,Classified,10.0,156.66333333333333,13.31638333333333,20.57,-7.2536166666666695
MP5-SD | Gauss,Prisma Case,Restricted,32.89,Restricted,Classified,10.0,301.395,25.618575,32.89,-7.271425000000001
MP7 | Mischief,Prisma Case,Mil-Spec,13.17,Mil-Spec,Restricted,10.0,66.69800000000001,5.66933,13.17,-7.5006699999999995
Dual Berettas | Urban Shock,Chroma Case,Restricted,62.3,Restricted,Classified,10.0,644.2333333333333,54.75983333333333,62.3,-7.540166666666664
SG 553 | Dragon Tech,Recoil Case,Restricted,21.0,Restricted,Classified,10.0,156.66333333333333,13.31638333333333,21.0,-7.683616666666669
USP-S | Flashback,Danger Zone Case,Restricted,20.64,Restricted,Classified,10.0,151.94333333333333,12.915183333333331,20.64,-7.724816666666669
AWP | Phobos,Gamma Case,Restricted,48.77,Restricted,Classified,10.0,482.0566666666667,40.97481666666666,48.77,-7.795183333333341
MAC-10 | Classic Crate,CS20 Case,Mil-Spec,10.25,Mil-Spec,Restricted,10.0,28.26,2.4021,10.25,-7.8479
Glock-18 | Oxide Blaze,Danger Zone Case,Mil-Spec,10.32,Mil-Spec,Restricted,10.0,29.016000000000002,2.4663600000000003,10.32,-7.85364
UMP-45 | Plastique,CS20 Case,Restricted,27.83,Restricted,Classified,10.0,233.63333333333333,19.85883333333333,27.83,-7.971166666666669
MP5-SD | Kitbash,Fracture Case,Restricted,21.36,Restricted,Classified,10.0,152.53333333333333,12.965333333333334,21.36,-8.394666666666666
SG 553 | Triarch,Gamma 2 Case,Restricted,40.15,Restricted,Classified,10.0,371.9533333333334,31.616033333333338,40.15,-8.533966666666661
P2000 | Red FragCam,CSGO Weapon Case 3,Mil-Spec,30.75,Mil-Spec,Restricted,10.0,257.65999999999997,21.901099999999996,30.75,-8.848900000000004
Tec-9 | Cracked Opal,Spectrum 2 Case,Mil-Spec,11.53,Mil-Spec,Restricted,10.0,31.137999999999998,2.64673,11.53,-8.88327
MAC-10 | Whitefish,Prisma Case,Mil-Spec,14.88,Mil-Spec,Restricted,10.0,66.69800000000001,5.66933,14.88,-9.21067
MAC-10 | Carnivore,Gamma Case,Mil-Spec,13.52,Mil-Spec,Restricted,10.0,48.768,4.14528,13.52,-9.37472
Five-SeveN | Violent Daimyo,Gamma Case,Mil-Spec,13.88,Mil-Spec,Restricted,10.0,48.768,4.14528,13.88,-9.734720000000001
Sawed-Off | Serenity,Chroma Case,Restricted,64.65,Restricted,Classified,10.0,644.2333333333333,54.75983333333333,64.65,-9.890166666666673
P90 | Traction,Horizon Case,Mil-Spec,14.52,Mil-Spec,Restricted,10.0,54.410000000000004,4.62485,14.52,-9.89515
R8 Revolver | Reboot,Gamma Case,Restricted,51.12,Restricted,Classified,10.0,482.0566666666667,40.97481666666666,51.12,-10.145183333333335
Tec-9 | Snek-9,Horizon Case,Mil-Spec,15.3,Mil-Spec,Restricted,10.0,54.410000000000004,4.62485,15.3,-10.67515
SG 553 | Darkwing,Prisma 2 Case,Restricted,34.17,Restricted,Classified,10.0,276.14,23.471899999999998,34.17,-10.698100000000004
P250 | Valence,Chroma 2 Case,Mil-Spec,14.02,Mil-Spec,Restricted,10.0,38.07,3.23595,14.02,-10.78405
Galil AR | Black Sand,Glove Case,Mil-Spec,21.5,Mil-Spec,Restricted,10.0,124.314,10.56669,21.5,-10.93331
Dual Berettas | Panther,CSGO Weapon Case 3,Mil-Spec,32.96,Mil-Spec,Restricted,10.0,257.65999999999997,21.901099999999996,32.96,-11.058900000000005
SCAR-20 | Enforcer,Prisma 2 Case,Restricted,34.67,Restricted,Classified,10.0,276.14,23.471899999999998,34.67,-11.198100000000004
Galil AR | Signal,Danger Zone Case,Restricted,24.2,Restricted,Classified,10.0,151.94333333333333,12.915183333333331,24.2,-11.284816666666668
Tec-9 | Bamboozle,Prisma Case,Restricted,36.95,Restricted,Classified,10.0,301.395,25.618575,36.95,-11.331425000000003
Nova | Koi,Operation Breakout Weapon Case,Restricted,36.17,Restricted,Classified,10.0,290.14,24.661899999999996,36.17,-11.508100000000006
Sawed-Off | Apocalypto,Prisma 2 Case,Restricted,35.24,Restricted,Classified,10.0,276.14,23.471899999999998,35.24,-11.768100000000004
SSG 08 | Fever Dream,Prisma 2 Case,Restricted,35.6,Restricted,Classified,10.0,276.14,23.471899999999998,35.6,-12.128100000000003
G3SG1 | High Seas,Horizon Case,Restricted,46.28,Restricted,Classified,10.0,400.34,34.0289,46.28,-12.251100000000001
P2000 | Ivory,Operation Breakout Weapon Case,Mil-Spec,15.59,Mil-Spec,Restricted,10.0,37.803333333333335,3.213283333333333,15.59,-12.376716666666667
Glock-18 | Off World,Spectrum 2 Case,Mil-Spec,15.66,Mil-Spec,Restricted,10.0,31.137999999999998,2.64673,15.66,-13.01327
PP-Bizon | Osiris,Operation Breakout Weapon Case,Restricted,37.73,Restricted,Classified,10.0,290.14,24.661899999999996,37.73,-13.068100000000001
SCAR-20 | Powercore,Gamma 2 Case,Restricted,44.78,Restricted,Classified,10.0,371.9533333333334,31.616033333333338,44.78,-13.163966666666663
Desert Eagle | Crimson Web,ESports 2014 Summer Case,Restricted,117.19,Restricted,Classified,10.0,1220.395,103.733575,117.19,-13.456424999999996
P250 | Nevermore,Danger Zone Case,Restricted,27.05,Restricted,Classified,10.0,151.94333333333333,12.915183333333331,27.05,-14.13481666666667
Glock-18 | Wraiths,Shadow Case,Mil-Spec,21.78,Mil-Spec,Restricted,10.0,87.715,7.455775,21.78,-14.324225000000002
P250 | Hive,CSGO Weapon Case 2,Mil-Spec,27.34,Mil-Spec,Restricted,10.0,150.0875,12.7574375,27.34,-14.5825625
MAC-10 | Malachite,Chroma Case,Restricted,69.42,Restricted,Classified,10.0,644.2333333333333,54.75983333333333,69.42,-14.660166666666669
MAG-7 | Hard Water,Operation Hydra Case,Mil-Spec,58.38,Mil-Spec,Restricted,10.0,513.79,43.672149999999995,58.38,-14.707850000000008
P250 | Supernova,Operation Breakout Weapon Case,Restricted,39.51,Restricted,Classified,10.0,290.14,24.661899999999996,39.51,-14.848100000000002
MAG-7 | Heat,Chroma 2 Case,Restricted,57.38,Restricted,Classified,10.0,497.12999999999994,42.256049999999995,57.38,-15.123950000000008
Dual Berettas | Dualing Dragons,Shadow Case,Mil-Spec,22.71,Mil-Spec,Restricted,10.0,87.715,7.455775,22.71,-15.254225000000002
MP7 | Powercore,Horizon Case,Restricted,49.55,Restricted,Classified,10.0,400.34,34.0289,49.55,-15.521099999999997
Glock-18 | Clear Polymer,Snakebite Case,Mil-Spec,18.15,Mil-Spec,Restricted,10.0,28.05,2.38425,18.15,-15.765749999999999
Glock-18 | Warhawk,Horizon Case,Mil-Spec,21.78,Mil-Spec,Restricted,10.0,54.410000000000004,4.62485,21.78,-17.15515
P2000 | Turf,Glove Case,Mil-Spec,28.05,Mil-Spec,Restricted,10.0,124.314,10.56669,28.05,-17.483310000000003
MAC-10 | Allure,Fracture Case,Restricted,30.83,Restricted,Classified,10.0,152.53333333333333,12.965333333333334,30.83,-17.864666666666665
Tec-9 | Fubar,Danger Zone Case,Mil-Spec,21.0,Mil-Spec,Restricted,10.0,29.016000000000002,2.4663600000000003,21.0,-18.53364
G3SG1 | Stinger,Glove Case,Restricted,78.67,Restricted,Classified,10.0,707.13,60.106049999999996,78.67,-18.563950000000006
Tec-9 | Blue Titanium,CSGO Weapon Case 2,Mil-Spec,31.47,Mil-Spec,Restricted,10.0,150.0875,12.7574375,31.47,-18.712562499999997
R8 Revolver | Crazy 8,Recoil Case,Restricted,32.04,Restricted,Classified,10.0,156.66333333333333,13.31638333333333,32.04,-18.72361666666667
G3SG1 | Scavenger,Danger Zone Case,Restricted,32.04,Restricted,Classified,10.0,151.94333333333333,12.915183333333331,32.04,-19.124816666666668
AWP | PAW,Horizon Case,Restricted,53.4,Restricted,Classified,10.0,400.34,34.0289,53.4,-19.3711
Dual Berettas | Flora Carnivora,Recoil Case,Restricted,32.75,Restricted,Classified,10.0,156.66333333333333,13.31638333333333,32.75,-19.43361666666667
Desert Eagle | Blue Ply,Prisma 2 Case,Mil-Spec,23.28,Mil-Spec,Restricted,10.0,44.510000000000005,3.78335,23.28,-19.496650000000002
Tec-9 | Brother,Fracture Case,Restricted,32.53,Restricted,Classified,10.0,152.53333333333333,12.965333333333334,32.53,-19.564666666666668
FAMAS | Hexane,CSGO Weapon Case 2,Mil-Spec,32.46,Mil-Spec,Restricted,10.0,150.0875,12.7574375,32.46,-19.7025625
CZ75-Auto | Tread Plate,CSGO Weapon Case 3,Restricted,50.41,Restricted,Classified,10.0,361.06,30.6901,50.41,-19.719899999999996
MAG-7 | Monster Call,Fracture Case,Restricted,32.82,Restricted,Classified,10.0,152.53333333333333,12.965333333333334,32.82,-19.854666666666667
Sawed-Off | Limelight,Gamma Case,Restricted,61.23,Restricted,Classified,10.0,482.0566666666667,40.97481666666666,61.23,-20.255183333333335
MP9 | Deadly Poison,Chroma Case,Mil-Spec,28.48,Mil-Spec,Restricted,10.0,96.2625,8.1823125,28.48,-20.297687500000002
G3SG1 | Dream Glade,Dreams & Nightmares Case,Restricted,38.44,Restricted,Classified,10.0,207.54999999999998,17.64175,38.44,-20.79825
M4A4 | Griffin,Operation Vanguard Weapon Case,Restricted,43.0,Restricted,Classified,10.0,257.31666666666666,21.871916666666667,43.0,-21.128083333333333
Nova | Gila,Glove Case,Restricted,81.38,Restricted,Classified,10.0,707.13,60.106049999999996,81.38,-21.27395
Sawed-Off | Devourer,Horizon Case,Classified,213.53,Classified,Covert,10.0,2261.69,192.24365,213.53,-21.28635
PP-Bizon | Harvester,Gamma Case,Mil-Spec,25.77,Mil-Spec,Restricted,10.0,48.768,4.14528,25.77,-21.62472
Negev | Power Loader,Revolver Case,Restricted,77.96,Restricted,Classified,10.0,640.2166666666667,54.418416666666666,77.96,-23.541583333333328
MP5-SD | Agent,CS20 Case,Restricted,43.78,Restricted,Classified,10.0,233.63333333333333,19.85883333333333,43.78,-23.92116666666667
Sawed-Off | Highwayman,Operation Vanguard Weapon Case,Restricted,46.77,Restricted,Classified,10.0,257.31666666666666,21.871916666666667,46.77,-24.898083333333336
CZ75-Auto | Eco,Horizon Case,Restricted,59.31,Restricted,Classified,10.0,400.34,34.0289,59.31,-25.281100000000002
FAMAS | Macabre,Operation Hydra Case,Mil-Spec,68.99,Mil-Spec,Restricted,10.0,513.79,43.672149999999995,68.99,-25.31785
Glock-18 | Sacrifice,CS20 Case,Mil-Spec,27.91,Mil-Spec,Restricted,10.0,28.26,2.4021,27.91,-25.5079
UMP-45 | Metal Flowers,Operation Hydra Case,Mil-Spec,69.27,Mil-Spec,Restricted,10.0,513.79,43.672149999999995,69.27,-25.59785
MAC-10 | Pipe Down,Danger Zone Case,Restricted,41.15,Restricted,Classified,10.0,151.94333333333333,12.915183333333331,41.15,-28.234816666666667
Nova | Toy Soldier,Horizon Case,Restricted,63.51,Restricted,Classified,10.0,400.34,34.0289,63.51,-29.481099999999998
MAC-10 | Aloha,Operation Hydra Case,Mil-Spec,74.26,Mil-Spec,Restricted,10.0,513.79,43.672149999999995,74.26,-30.58785000000001
USP-S | Cyrex,Glove Case,Restricted,90.71,Restricted,Classified,10.0,707.13,60.106049999999996,90.71,-30.603949999999998
Glock-18 | Ironwork,Glove Case,Mil-Spec,41.93,Mil-Spec,Restricted,10.0,124.314,10.56669,41.93,-31.36331
Nova | Graphite,CSGO Weapon Case 2,Restricted,96.97,Restricted,Classified,10.0,756.0550000000001,64.264675,96.97,-32.705325
P250 | Visions,Recoil Case,Classified,124.46,Classified,Covert,10.0,1070.0900000000001,90.95765000000002,124.46,-33.50234999999998
Desert Eagle | Light Rail,Prisma Case,Restricted,60.73,Restricted,Classified,10.0,301.395,25.618575,60.73,-35.111425
P250 | Iron Clad,Gamma Case,Mil-Spec,41.29,Mil-Spec,Restricted,10.0,48.768,4.14528,41.29,-37.14472
AK-47 | Nightwish,Dreams & Nightmares Case,Covert,1469.82,Covert,Gold,5.0,8424.131428571429,1432.102342857143,1469.82,-37.71765714285698
SSG 08 | Abyss,Operation Breakout Weapon Case,Mil-Spec,41.29,Mil-Spec,Restricted,10.0,37.803333333333335,3.213283333333333,41.29,-38.07671666666667
FAMAS | Eye of Athena,Horizon Case,Classified,230.9,Classified,Covert,10.0,2261.69,192.24365,230.9,-38.65635
AWP | Capillary,Prisma 2 Case,Mil-Spec,43.21,Mil-Spec,Restricted,10.0,44.510000000000005,3.78335,43.21,-39.42665
Dual Berettas | Royal Consorts,Glove Case,Restricted,99.68,Restricted,Classified,10.0,707.13,60.106049999999996,99.68,-39.57395000000001
M4A4 | Magnesium,Danger Zone Case,Mil-Spec,42.72,Mil-Spec,Restricted,10.0,29.016000000000002,2.4663600000000003,42.72,-40.25364
XM1014 | Entombed,Fracture Case,Classified,103.95,Classified,Covert,10.0,741.6700000000001,63.04195000000001,103.95,-40.908049999999996
Tec-9 | Titanium Bit,CSGO Weapon Case 3,Restricted,72.34,Restricted,Classified,10.0,361.06,30.6901,72.34,-41.6499
Galil AR | Stone Cold,Shadow Case,Restricted,117.26,Restricted,Classified,10.0,886.0099999999999,75.31084999999999,117.26,-41.94915000000002
Glock-18 | Weasel,Gamma 2 Case,Restricted,77.82,Restricted,Classified,10.0,371.9533333333334,31.616033333333338,77.82,-46.20396666666666
P90 | Nostalgia,CS20 Case,Classified,155.22,Classified,Covert,10.0,1271.735,108.09747499999999,155.22,-47.12252500000001
G3SG1 | Flux,Shadow Case,Classified,380.78,Classified,Covert,10.0,3918.49,333.07165,380.78,-47.708349999999996
Glock-18 | Wasteland Rebel,Gamma Case,Covert,1424.04,Covert,Gold,5.0,8067.838000000001,1371.53246,1424.04,-52.50754000000006
AUG | Death by Puppy,CS20 Case,Classified,164.4,Classified,Covert,10.0,1271.735,108.09747499999999,164.4,-56.30252500000002
P2000 | Acid Etched,Prisma 2 Case,Restricted,82.87,Restricted,Classified,10.0,276.14,23.471899999999998,82.87,-59.39810000000001
R8 Revolver | Crimson Web,Revolver Case,Mil-Spec,69.2,Mil-Spec,Restricted,10.0,101.96666666666665,8.667166666666665,69.2,-60.532833333333336
SSG 08 | Big Iron,Shadow Case,Classified,393.96,Classified,Covert,10.0,3918.49,333.07165,393.96,-60.88835
MAG-7 | Justice,Prisma 2 Case,Classified,213.67,Classified,Covert,10.0,1763.49,149.89665,213.67,-63.77334999999999
SCAR-20 | Bloodsport,Gamma Case,Classified,253.26,Classified,Covert,10.0,2178.385,185.16272500000002,253.26,-68.09727499999997
P2000 | Imperial Dragon,Gamma Case,Classified,254.4,Classified,Covert,10.0,2178.385,185.16272500000002,254.4,-69.23727499999998
G3SG1 | Demeter,Operation Bravo Case,Mil-Spec,139.27,Mil-Spec,Restricted,10.0,821.7025000000001,69.8447125,139.27,-69.42528750000001
PP-Bizon | High Roller,Spectrum 2 Case,Classified,283.02,Classified,Covert,10.0,2499.185,212.430725,283.02,-70.58927499999999
SG 553 | Wave Spray,Operation Bravo Case,Mil-Spec,142.83,Mil-Spec,Restricted,10.0,821.7025000000001,69.8447125,142.83,-72.98528750000001
Sawed-Off | Kiss♥Love,Recoil Case,Classified,164.04,Classified,Covert,10.0,1070.0900000000001,90.95765000000002,164.04,-73.08234999999998
MP9 | Hypnotic,CSGO Weapon Case 2,Restricted,138.41,Restricted,Classified,10.0,756.0550000000001,64.264675,138.41,-74.145325
Nova | Tempest,Operation Bravo Case,Mil-Spec,145.53,Mil-Spec,Restricted,10.0,821.7025000000001,69.8447125,145.53,-75.6852875
MP7 | Abyssal Apparition,Dreams & Nightmares Case,Classified,188.68,Classified,Covert,10.0,1322.3249999999998,112.39762499999998,188.68,-76.28237500000003
Tec-9 | Cut Out,Operation Hydra Case,Mil-Spec,120.97,Mil-Spec,Restricted,10.0,513.79,43.672149999999995,120.97,-77.29785000000001
Dual Berettas | Hemoglobin,CSGO Weapon Case 2,Restricted,142.26,Restricted,Classified,10.0,756.0550000000001,64.264675,142.26,-77.995325
MP7 | Skulls,CSGO Weapon Case,Mil-Spec,170.88,Mil-Spec,Restricted,10.0,1070.6366666666665,91.00411666666665,170.88,-79.87588333333335
Glock-18 | Vogue,Fracture Case,Classified,147.17,Classified,Covert,10.0,741.6700000000001,63.04195000000001,147.17,-84.12804999999997
AK-47 | Ice Coaled,Recoil Case,Classified,181.49,Classified,Covert,10.0,1070.0900000000001,90.95765000000002,181.49,-90.53235
M4A1-S | Blood Tiger,CSGO Weapon Case 2,Mil-Spec,106.01,Mil-Spec,Restricted,10.0,150.0875,12.7574375,106.01,-93.25256250000001
SSG 08 | Death's Head,Operation Hydra Case,Restricted,397.52,Restricted,Classified,10.0,3571.6066666666666,303.58656666666667,397.52,-93.93343333333331
Five-SeveN | Monkey Business,Chroma 2 Case,Classified,369.32,Classified,Covert,10.0,3239.755,275.379175,369.32,-93.94082500000002
P90 | Shapewood,Revolver Case,Classified,321.47,Classified,Covert,10.0,2657.645,225.89982500000002,321.47,-95.570175
AUG | Wings,CSGO Weapon Case,Mil-Spec,187.26,Mil-Spec,Restricted,10.0,1070.6366666666665,91.00411666666665,187.26,-96.25588333333334
Dual Berettas | Black Limba,Operation Bravo Case,Mil-Spec,169.03,Mil-Spec,Restricted,10.0,821.7025000000001,69.8447125,169.03,-99.1852875
AK-47 | Elite Build,Chroma 2 Case,Mil-Spec,104.23,Mil-Spec,Restricted,10.0,38.07,3.23595,104.23,-100.99405
P250 | Muertos,Chroma Case,Classified,226.92,Classified,Covert,10.0,1470.5300000000002,124.99505000000002,226.92,-101.92494999999997
Dual Berettas | Melondrama,Dreams & Nightmares Case,Classified,215.03,Classified,Covert,10.0,1322.3249999999998,112.39762499999998,215.03,-102.63237500000002
Five-SeveN | Copper Galaxy,CSGO Weapon Case 3,Restricted,136.49,Restricted,Classified,10.0,361.06,30.6901,136.49,-105.79990000000001
P250 | Red Rock,Operation Hydra Case,Restricted,409.41,Restricted,Classified,10.0,3571.6066666666666,303.58656666666667,409.41,-105.82343333333336
UMP-45 | Bone Pile,Operation Bravo Case,Mil-Spec,176.22,Mil-Spec,Restricted,10.0,821.7025000000001,69.8447125,176.22,-106.3752875
FAMAS | Rapid Eye Movement,Dreams & Nightmares Case,Classified,218.94,Classified,Covert,10.0,1322.3249999999998,112.39762499999998,218.94,-106.54237500000002
Tec-9 | Avalanche,Revolver Case,Restricted,161.62,Restricted,Classified,10.0,640.2166666666667,54.418416666666666,161.62,-107.20158333333333
AUG | Syd Mead,Gamma 2 Case,Classified,319.69,Classified,Covert,10.0,2474.3,210.31550000000001,319.69,-109.37449999999998
P90 | Death Grip,Operation Hydra Case,Restricted,426.64,Restricted,Classified,10.0,3571.6066666666666,303.58656666666667,426.64,-123.05343333333332
CZ75-Auto | Crimson Web,CSGO Weapon Case 3,Mil-Spec,147.6,Mil-Spec,Restricted,10.0,257.65999999999997,21.901099999999996,147.6,-125.6989
FAMAS | Commemoration,CS20 Case,Covert,555.37,Covert,Gold,5.0,2505.0883333333336,425.86501666666675,555.37,-129.50498333333326
R8 Revolver | Llama Cannon,Spectrum 2 Case,Classified,343.9,Classified,Covert,10.0,2499.185,212.430725,343.9,-131.46927499999998
Desert Eagle | Naga,Chroma Case,Restricted,188.68,Restricted,Classified,10.0,644.2333333333333,54.75983333333333,188.68,-133.92016666666666
Five-SeveN | Retrobution,Revolver Case,Restricted,196.01,Restricted,Classified,10.0,640.2166666666667,54.418416666666666,196.01,-141.59158333333332
P90 | Shallow Grave,Glove Case,Classified,697.35,Classified,Covert,10.0,6533.45,555.34325,697.35,-142.00675
MP9 | Airlock,Gamma 2 Case,Classified,352.73,Classified,Covert,10.0,2474.3,210.31550000000001,352.73,-142.4145
M4A4 | Tooth Fairy,Fracture Case,Classified,206.48,Classified,Covert,10.0,741.6700000000001,63.04195000000001,206.48,-143.43804999999998
MAC-10 | Disco Tech,Prisma 2 Case,Classified,295.41,Classified,Covert,10.0,1763.49,149.89665,295.41,-145.51335000000003
XM1014 | Tranquility,Operation Vanguard Weapon Case,Classified,245.64,Classified,Covert,10.0,1158.81,98.49884999999999,245.64,-147.14114999999998
P250 | Cartel,Operation Vanguard Weapon Case,Classified,249.2,Classified,Covert,10.0,1158.81,98.49884999999999,249.2,-150.70114999999998
