name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
P2000 | Woodsman,Operation Hydra Case,Restricted,325.0,FN,YOUPIN,,False,Classified,10.0,2809.5,崭新,238.80749999999998,325.0,-86.19250000000002,-0.26520769230769237
Desert Eagle | Naga,Chroma Case,Restricted,130.0,FN,BUFF,,False,Classified,10.0,485.5,崭新,41.2675,130.0,-88.7325,-0.6825576923076924
Tec-9 | Isaac,Huntsman Weapon Case,Mil-Spec,102.5,FN,YOUPIN,,False,Restricted,10.0,88.30333333333333,崭新,7.505783333333332,102.5,-94.99421666666667,-0.9267728455284554
MAC-10 | Disco Tech,Prisma 2 Case,Classified,214.5,FN,YOUPIN,,False,Covert,10.0,1364.0,崭新,115.93999999999998,214.5,-98.56000000000002,-0.45948717948717954
M4A4 | Spider Lily,Operation Riptide Case,Restricted,180.0,MW,BUFF,,False,Classified,10.0,956.7333333333335,略磨,81.32233333333335,180.0,-98.67766666666665,-0.5482092592592592
AWP | Atheris,Prisma Case,Restricted,118.5,FN,YOUPIN,,False,Classified,10.0,213.84,崭新,18.1764,118.5,-100.3236,-0.8466126582278481
AWP | Exoskeleton,Operation Broken Fang Case,Restricted,216.89,FN,C5,,False,Classified,10.0,1360.3333333333333,崭新,115.62833333333333,216.89,-101.26166666666666,-0.4668802926214517
AK-47 | Phantom Disruptor,Prisma 2 Case,Classified,219.45,FN,BUFF,,False,Covert,10.0,1364.0,崭新,115.93999999999998,219.45,-103.51,-0.47167919799498753
Dual Berettas | Marina,Winter Offensive Weapon Case,Restricted,137.5,FN,YOUPIN,,False,Classified,10.0,376.6666666666667,崭新,32.016666666666666,137.5,-105.48333333333333,-0.7671515151515151
AWP | Man-o'-war,Chroma Case,Covert,788.5,MW,BUFF,,False,Gold,5.0,4014.8995999999997,略磨,682.532932,788.5,-105.96706800000004,-0.1343907013316424
P250 | Asiimov,Chroma 3 Case,Classified,299.81,MW,C5,,False,Covert,10.0,2248.75,略磨,191.14375,299.81,-108.66624999999999,-0.3624503852439878
M4A1-S | Bright Water,Operation Bravo Case,Restricted,269.8,MW,C5,,False,Classified,10.0,1872.5033333333333,略磨,159.16278333333332,269.8,-110.63721666666669,-0.41007122559920933
M4A1-S | Flashback,Glove Case,Restricted,166.0,FN,C5,,False,Classified,10.0,632.6666666666666,崭新,53.776666666666664,166.0,-112.22333333333333,-0.6760441767068273
MP9 | Starlight Protector,Dreams & Nightmares Case,Covert,683.5,FN,YOUPIN,,False,Gold,5.0,3341.6419230769234,崭新,568.079126923077,683.5,-115.42087307692304,-0.1688674075741376
G3SG1 | Flux,Shadow Case,Classified,335.5,FN,YOUPIN,,False,Covert,10.0,2571.6,崭新,218.58599999999996,335.5,-116.91400000000004,-0.34847690014903143
PP-Bizon | Judgement of Anubis,Chroma 3 Case,Covert,828.0,FN,BUFF,,False,Gold,5.0,4175.646266666667,崭新,709.8598653333333,828.0,-118.14013466666665,-0.1426813220611916
P90 | Shapewood,Revolver Case,Classified,293.9,FN,YOUPIN,,False,Covert,10.0,2063.7,崭新,175.41449999999998,293.9,-118.4855,-0.403149030282409
P250 | Splash,ESports 2013 Case,Restricted,444.0,FN,BUFF,,False,Classified,10.0,3799.5,崭新,322.9575,444.0,-121.04250000000002,-0.2726182432432433
P250 | Mehndi,Winter Offensive Weapon Case,Classified,240.0,FN,YOUPIN,,False,Covert,10.0,1281.5,崭新,108.92749999999998,240.0,-131.07250000000002,-0.5461354166666668
AK-47 | Blue Laminate,ESports 2013 Winter Case,Restricted,184.58,FN,C5,,False,Classified,10.0,590.4366666666666,崭新,50.18711666666666,184.58,-134.39288333333334,-0.7281010040813378
Glock-18 | Water Elemental,Operation Breakout Weapon Case,Classified,278.0,FN,BUFF,,False,Covert,10.0,1613.0,崭新,137.105,278.0,-140.895,-0.5068165467625899
P90 | Death Grip,Operation Hydra Case,Restricted,380.0,FN,YOUPIN,,False,Classified,10.0,2809.5,崭新,238.80749999999998,380.0,-141.19250000000002,-0.37155921052631585
Five-SeveN | Angry Mob,Prisma Case,Covert,435.0,FN,C5,,False,Gold,5.0,1727.0505555555555,崭新,293.5985944444444,435.0,-141.40140555555558,-0.32506070242656454
FAMAS | Mecha Industries,Glove Case,Classified,627.0,FN,YOUPIN,,False,Covert,10.0,5708.745,崭新,485.243325,627.0,-141.75667499999997,-0.22608720095693777
MAC-10 | Toybox,Operation Riptide Case,Classified,528.0,FN,C5,,False,Covert,10.0,4543.995,崭新,386.23957499999995,528.0,-141.76042500000005,-0.26848565340909103
SSG 08 | Turbo Peek,Operation Riptide Case,Classified,529.4,FN,C5,,False,Covert,10.0,4543.995,崭新,386.23957499999995,529.4,-143.16042500000003,-0.2704201454476767
P90 | Shallow Grave,Glove Case,Classified,631.5,FN,BUFF,,False,Covert,10.0,5708.745,崭新,485.243325,631.5,-146.25667499999997,-0.23160201900237526
P250 | Red Rock,Operation Hydra Case,Restricted,390.0,FN,YOUPIN,,False,Classified,10.0,2809.5,崭新,238.80749999999998,390.0,-151.19250000000002,-0.387673076923077
Sawed-Off | Wasteland Princess,Glove Case,Classified,639.5,FN,BUFF,,False,Covert,10.0,5708.745,崭新,485.243325,639.5,-154.25667499999997,-0.24121450351837367
Desert Eagle | Kumicho Dragon,Operation Wildfire Case,Classified,482.89,FN,BUFF,,False,Covert,10.0,3747.0,崭新,318.495,482.89,-164.39499999999998,-0.34043985172606595
M4A1-S | Briefing,Operation Hydra Case,Mil-Spec,204.5,FN,YOUPIN,,False,Restricted,10.0,433.65600000000006,崭新,36.860760000000006,204.5,-167.63924,-0.8197517848410758
FAMAS | Afterimage,ESports 2013 Winter Case,Classified,343.98,FN,YOUPIN,,False,Covert,10.0,1919.0,崭新,163.11499999999998,343.98,-180.86500000000004,-0.5258009186580616
M4A1-S | Leaded Glass,Spectrum 2 Case,Classified,339.0,FN,BUFF,,False,Covert,10.0,1754.25,崭新,149.11124999999998,339.0,-189.88875000000002,-0.5601438053097345
Five-SeveN | Fowl Play,Operation Breakout Weapon Case,Classified,329.0,FN,YOUPIN,,False,Covert,10.0,1613.0,崭新,137.105,329.0,-191.895,-0.5832674772036475
SSG 08 | Ghost Crusader,Chroma 3 Case,Restricted,217.49,FN,BUFF,,False,Classified,10.0,252.56333333333336,崭新,21.467883333333337,217.49,-196.02211666666668,-0.9012925498490352
CZ75-Auto | The Fuschia Is Now,CSGO Weapon Case 3,Classified,247.96,FN,YOUPIN,,False,Covert,10.0,590.0,崭新,50.15,247.96,-197.81,-0.797749637038232
MP9 | Hydra,CS20 Case,Classified,273.5,FN,YOUPIN,,False,Covert,10.0,791.25,崭新,67.25625,273.5,-206.24375,-0.7540904936014625
P250 | Undertow,CSGO Weapon Case 3,Classified,259.0,FN,YOUPIN,,False,Covert,10.0,590.0,崭新,50.15,259.0,-208.85,-0.8063706563706563
M4A4 | In Living Color,Snakebite Case,Covert,1798.5,FN,YOUPIN,,False,Gold,5.0,9266.942608695652,崭新,1575.3802434782608,1798.5,-223.1197565217392,-0.12405880262537625
P2000 | Corticera,ESports 2014 Summer Case,Classified,560.0,FN,YOUPIN,,False,Covert,10.0,3894.0,崭新,330.99,560.0,-229.01,-0.40894642857142854
AUG | Momentum,Prisma Case,Classified,374.0,FN,BUFF,,False,Covert,10.0,1566.87,崭新,133.18394999999998,374.0,-240.81605000000002,-0.6438931818181819
AWP | Elite Build,Operation Wildfire Case,Classified,559.5,FN,YOUPIN,,False,Covert,10.0,3747.0,崭新,318.495,559.5,-241.005,-0.4307506702412869
USP-S | Blueprint,Operation Hydra Case,Mil-Spec,278.95,FN,C5,,False,Restricted,10.0,433.65600000000006,崭新,36.860760000000006,278.95,-242.08924,-0.8678588994443449
AWP | Graphite,Operation Bravo Case,Classified,1430.0,FN,YOUPIN,,False,Covert,10.0,13769.75,崭新,1170.42875,1430.0,-259.57124999999996,-0.1815183566433566
M4A4 | Faded Zebra,ESports 2013 Case,Mil-Spec,309.0,FN,YOUPIN,,False,Restricted,10.0,561.1433333333333,崭新,47.69718333333333,309.0,-261.3028166666667,-0.8456401833872708
MAC-10 | Ultraviolet,ESports 2014 Summer Case,Mil-Spec,294.5,FN,YOUPIN,,False,Restricted,10.0,335.006,崭新,28.475509999999996,294.5,-266.02449,-0.9033089643463498
M4A1-S | Guardian,Winter Offensive Weapon Case,Classified,375.0,FN,BUFF,,False,Covert,10.0,1281.5,崭新,108.92749999999998,375.0,-266.0725,-0.7095266666666666
Galil AR | Orange DDPAT,ESports 2013 Case,Restricted,589.93,FN,BUFF,,False,Classified,10.0,3799.5,崭新,322.9575,589.93,-266.97249999999997,-0.4525494550200871
Nova | Bloomstick,ESports 2014 Summer Case,Classified,598.0,FN,C5,,False,Covert,10.0,3894.0,崭新,330.99,598.0,-267.01,-0.446505016722408
MAC-10 | Graven,Operation Bravo Case,Restricted,449.4,FN,YOUPIN,,False,Classified,10.0,1872.5033333333333,崭新,159.16278333333332,449.4,-290.23721666666665,-0.6458327028630767
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,357.9,FN,C5,,False,Restricted,10.0,759.85,崭新,64.58725000000001,357.9,-293.31274999999994,-0.8195382788488403
Galil AR | Eco,Chroma 2 Case,Classified,504.99,MW,C5,,False,Covert,10.0,2442.25,略磨,207.59125,504.99,-297.39875,-0.5889200776252995
Dual Berettas | Cobra Strike,Operation Hydra Case,Classified,889.5,FN,YOUPIN,,False,Covert,10.0,6782.715,崭新,576.530775,889.5,-312.96922500000005,-0.3518484822934233
AUG | Bengal Tiger,ESports 2014 Summer Case,Classified,649.0,FN,BUFF,,False,Covert,10.0,3894.0,崭新,330.99,649.0,-318.01,-0.49
G3SG1 | The Executioner,Revolver Case,Classified,500.0,MW,YOUPIN,,False,Covert,10.0,2063.7,略磨,175.41449999999998,500.0,-324.5855,-0.649171
Sawed-Off | Orange DDPAT,ESports 2013 Case,Restricted,649.5,FN,YOUPIN,,False,Classified,10.0,3799.5,崭新,322.9575,649.5,-326.5425,-0.5027598152424942
P250 | See Ya Later,Spectrum 2 Case,Covert,789.0,FN,BUFF,,False,Gold,5.0,2680.9851851851854,崭新,455.7674814814815,789.0,-333.2325185185185,-0.4223479322161197
MAC-10 | Neon Rider,Chroma 2 Case,Covert,814.5,FN,BUFF,,False,Gold,5.0,2811.2116666666666,崭新,477.90598333333327,814.5,-336.59401666666673,-0.4132523224882342
USP-S | Neo-Noir,Spectrum Case,Covert,973.9,FN,BUFF,,False,Gold,5.0,3459.9860000000003,崭新,588.19762,973.9,-385.70237999999995,-0.3960389978437211
M4A4 | X-Ray,ESports 2013 Winter Case,Covert,1919.0,FN,BUFF,,False,Gold,5.0,8959.530260869566,崭新,1523.1201443478262,1919.0,-395.8798556521738,-0.20629487006366534
AWP | Redline,Winter Offensive Weapon Case,Classified,515.0,MW,BUFF,,False,Covert,10.0,1281.5,略磨,108.92749999999998,515.0,-406.0725,-0.7884902912621359
USP-S | Monster Mashup,Operation Broken Fang Case,Classified,837.0,FN,C5,,False,Covert,10.0,5067.0,崭新,430.695,837.0,-406.305,-0.4854301075268817
M4A1-S | Nightmare,Horizon Case,Classified,548.0,FN,YOUPIN,,False,Covert,10.0,1621.75,崭新,137.84875,548.0,-410.15125,-0.7484511861313868
M4A4 | Zirka,Operation Bravo Case,Restricted,569.9,FN,C5,,False,Classified,10.0,1872.5033333333333,崭新,159.16278333333332,569.9,-410.73721666666665,-0.7207180499502837
Five-SeveN | Fairy Tale,Operation Broken Fang Case,Classified,870.0,FN,YOUPIN,,False,Covert,10.0,5067.0,崭新,430.695,870.0,-439.305,-0.5049482758620689
USP-S | Overgrowth,Operation Bravo Case,Restricted,639.5,FN,YOUPIN,,False,Classified,10.0,1872.5033333333333,崭新,159.16278333333332,639.5,-480.3372166666667,-0.7511137086265312
Desert Eagle | Heirloom,CSGO Weapon Case 3,Restricted,510.0,FN,YOUPIN,,False,Classified,10.0,253.48000000000002,崭新,21.5458,510.0,-488.4542,-0.9577533333333333
M4A4 | Asiimov,Winter Offensive Weapon Case,Covert,1998.0,FT,YOUPIN,,False,Gold,5.0,8768.440652173913,久经,1490.6349108695651,1998.0,-507.36508913043485,-0.2539364810462637
AK-47 | Orbit Mk01,Operation Hydra Case,Restricted,757.9,FN,C5,,False,Classified,10.0,2809.5,崭新,238.80749999999998,757.9,-519.0925,-0.6849089589655627
AK-47 | Point Disarray,Revolver Case,Classified,698.36,FN,BUFF,,False,Covert,10.0,2063.7,崭新,175.41449999999998,698.36,-522.9455,-0.748819376825706
Galil AR | Chatterbox,Chroma Case,Covert,1208.48,FT,YOUPIN,,False,Gold,5.0,4000.8596,久经,680.146132,1208.48,-528.333868,-0.4371887561233947
Desert Eagle | Cobalt Disruption,ESports 2013 Winter Case,Classified,701.33,FN,C5,,False,Covert,10.0,1919.0,崭新,163.11499999999998,701.33,-538.215,-0.767420472530763
AK-47 | Nightwish,Dreams & Nightmares Case,Covert,1120.0,FN,BUFF,,False,Gold,5.0,3341.6419230769234,崭新,568.079126923077,1120.0,-551.920873076923,-0.4927864938186813
M4A4 | 龍王 (Dragon King),Chroma Case,Classified,644.5,FN,YOUPIN,,False,Covert,10.0,998.49,崭新,84.87165,644.5,-559.62835,-0.8683139643134212
AWP | Electric Hive,ESports 2013 Winter Case,Classified,726.0,FN,YOUPIN,,False,Covert,10.0,1919.0,崭新,163.11499999999998,726.0,-562.885,-0.7753236914600551
AK-47 | Cartel,Chroma Case,Classified,660.0,FN,YOUPIN,,False,Covert,10.0,998.49,崭新,84.87165,660.0,-575.12835,-0.8714065909090909
AWP | Hyper Beast,Falchion Case,Covert,1268.9,FN,YOUPIN,,False,Gold,5.0,3381.6216666666674,崭新,574.8756833333334,1268.9,-694.0243166666667,-0.5469495757480232
AWP | Wildfire,CS20 Case,Covert,1274.0,FN,C5,,False,Gold,5.0,3046.4583333333335,崭新,517.8979166666667,1274.0,-756.1020833333333,-0.5934867216117216
Desert Eagle | Code Red,Horizon Case,Covert,1313.5,FN,C5,,False,Gold,5.0,3169.9537142857143,崭新,538.8921314285715,1313.5,-774.6078685714285,-0.5897281070205014
Glock-18 | Bullet Queen,Prisma 2 Case,Covert,1338.0,FN,YOUPIN,,False,Gold,5.0,2479.865625,崭新,421.57715625000003,1338.0,-916.42284375,-0.684919913116592
M4A1-S | Player Two,Prisma 2 Case,Covert,1390.0,FN,C5,,False,Gold,5.0,2479.865625,崭新,421.57715625000003,1390.0,-968.42284375,-0.6967070818345323
M4A4 | The Battlestar,Operation Wildfire Case,Covert,1445.0,FN,YOUPIN,,False,Gold,5.0,2670.5291666666667,崭新,453.9899583333333,1445.0,-991.0100416666667,-0.6858200980392157
AK-47 | Bloodsport,Spectrum Case,Covert,1654.8,FN,C5,,False,Gold,5.0,3459.9860000000003,崭新,588.19762,1654.8,-1066.6023799999998,-0.6445506284747401
M4A1-S | Atomic Alloy,Huntsman Weapon Case,Classified,1575.0,FN,YOUPIN,,False,Covert,10.0,5970.0,崭新,507.45,1575.0,-1067.55,-0.6778095238095238
AK-47 | Aquamarine Revenge,Falchion Case,Covert,1744.46,FN,C5,,False,Gold,5.0,3381.6216666666674,崭新,574.8756833333334,1744.46,-1169.5843166666666,-0.6704563685419366
Desert Eagle | Crimson Web,ESports 2014 Summer Case,Restricted,1296.0,FN,YOUPIN,,False,Classified,10.0,954.0,崭新,81.09,1296.0,-1214.91,-0.9374305555555557
Galil AR | Sugar Rush,Operation Hydra Case,Classified,1839.0,FN,YOUPIN,,False,Covert,10.0,6782.715,崭新,576.530775,1839.0,-1262.469225,-0.6864976753670473
AK-47 | Frontside Misty,Shadow Case,Classified,1519.0,FN,C5,,False,Covert,10.0,2571.6,崭新,218.58599999999996,1519.0,-1300.414,-0.8560987491770902
AK-47 | Neon Rider,Horizon Case,Covert,1930.0,FN,C5,,False,Gold,5.0,3169.9537142857143,崭新,538.8921314285715,1930.0,-1391.1078685714285,-0.7207812790525536
Glock-18 | Snack Attack,Operation Riptide Case,Classified,1812.8,FN,C5,,False,Covert,10.0,4543.995,崭新,386.23957499999995,1812.8,-1426.5604250000001,-0.7869375689541043
Desert Eagle | Golden Koi,Operation Bravo Case,Covert,2540.0,FN,C5,,False,Gold,5.0,5193.38685106383,崭新,882.8757646808511,2540.0,-1657.1242353191487,-0.6524111162673814
AWP | Corticera,ESports 2014 Summer Case,Classified,2009.0,FN,C5,,False,Covert,10.0,3894.0,崭新,330.99,2009.0,-1678.01,-0.8352463912394226
M4A4 | Bullet Rain,ESports 2014 Summer Case,Covert,3588.0,FN,BUFF,,False,Gold,5.0,11030.419574468084,崭新,1875.1713276595742,3588.0,-1712.8286723404258,-0.47737699898005176
M4A4 | Cyber Security,Operation Broken Fang Case,Classified,2374.0,FN,YOUPIN,,False,Covert,10.0,5067.0,崭新,430.695,2374.0,-1943.305,-0.818578348778433
P90 | Emerald Dragon,Operation Bravo Case,Classified,3173.51,FN,STEAM,,False,Covert,10.0,13769.75,崭新,1170.42875,3173.51,-2003.0812500000002,-0.6311879433182817
M4A4 | Royal Paladin,Revolver Case,Covert,3579.5,FN,YOUPIN,,False,Gold,5.0,8922.709461538461,崭新,1516.8606084615383,3579.5,-2062.6393915384615,-0.5762367346105494
AK-47 | The Empress,Spectrum 2 Case,Covert,2719.5,FN,YOUPIN,,False,Gold,5.0,2680.9851851851854,崭新,455.7674814814815,2719.5,-2263.7325185185186,-0.8324076185028566
M4A1-S | Golden Coil,Shadow Case,Covert,2511.0,FN,C5,,False,Gold,5.0,1372.7250000000001,崭新,233.36325000000002,2511.0,-2277.63675,-0.9070636200716846
AK-47 | Jaguar,ESports 2014 Summer Case,Covert,4200.0,FN,C5,,False,Gold,5.0,11030.419574468084,崭新,1875.1713276595742,4200.0,-2324.828672340426,-0.55353063627153
USP-S | Kill Confirmed,Shadow Case,Covert,2632.2,FN,C5,,False,Gold,5.0,1372.7250000000001,崭新,233.36325000000002,2632.2,-2398.83675,-0.9113428880784136
M4A4 | The Emperor,Prisma Case,Covert,2698.74,FN,C5,,False,Gold,5.0,1727.0505555555555,崭新,293.5985944444444,2698.74,-2405.141405555555,-0.8912090107070542
AK-47 | Asiimov,Danger Zone Case,Covert,2999.5,FN,YOUPIN,,False,Gold,5.0,2975.4065,崭新,505.81910500000004,2999.5,-2493.680895,-0.8313655259209868
Desert Eagle | Ocean Drive,Operation Riptide Case,Covert,3228.0,FN,C5,,False,Gold,5.0,2996.2896666666666,崭新,509.36924333333326,3228.0,-2718.630756666667,-0.8422028366377531
AK-47 | Red Laminate,ESports 2013 Case,Classified,3000.0,FN,BUFF,,False,Covert,10.0,730.0,崭新,62.05,3000.0,-2937.95,-0.9793166666666666
M4A1-S | Chantico's Fire,Chroma 3 Case,Covert,3669.5,FN,YOUPIN,,False,Gold,5.0,4175.646266666667,崭新,709.8598653333333,3669.5,-2959.6401346666667,-0.8065513379661171
M4A1-S | Printstream,Operation Broken Fang Case,Covert,5067.0,FN,YOUPIN,,False,Gold,5.0,12083.565,崭新,2054.20605,5067.0,-3012.79395,-0.5945912670219065
M4A1-S | Hyper Beast,Chroma 2 Case,Covert,4070.0,FN,BUFF,,False,Gold,5.0,2811.2116666666666,崭新,477.90598333333327,4070.0,-3592.094016666667,-0.8825783824733825
AWP | BOOM,ESports 2013 Case,Classified,4599.0,FN,BUFF,,False,Covert,10.0,730.0,崭新,62.05,4599.0,-4536.95,-0.9865079365079364
M4A4 | Hellfire,Operation Hydra Case,Classified,5700.0,FN,YOUPIN,,False,Covert,10.0,6782.715,崭新,576.530775,5700.0,-5123.469225,-0.89885425
AK-47 | Vulcan,Huntsman Weapon Case,Covert,5970.0,FN,YOUPIN,,False,Gold,5.0,3821.7599999999998,崭新,649.6991999999999,5970.0,-5320.3008,-0.891172663316583
AK-47 | Leet Museo,Operation Riptide Case,Covert,5859.99,FN,C5,,False,Gold,5.0,2996.2896666666666,崭新,509.36924333333326,5859.99,-5350.620756666666,-0.9130767725997256
AK-47 | Fuel Injector,Operation Wildfire Case,Covert,6049.0,FN,YOUPIN,,False,Gold,5.0,2670.5291666666667,崭新,453.9899583333333,6049.0,-5595.010041666666,-0.9249479321650961
AK-47 | Fire Serpent,Operation Bravo Case,Covert,24999.5,FN,YOUPIN,,False,Gold,5.0,5193.38685106383,崭新,882.8757646808511,24999.5,-24116.62423531915,-0.9646842630980279
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1493.5,FN,YOUPIN,,False,,,,,,1493.5,,
★ Bayonet | Marble Fade,Chroma 2 Case,Gold,2749.0,FN,YOUPIN,,False,,,,,,2749.0,,
★ Bayonet | Tiger Tooth,Chroma 2 Case,Gold,2098.0,FN,BUFF,,False,,,,,,2098.0,,
★ Bayonet | Rust Coat,Chroma 2 Case,Gold,1099.0,WW,BUFF,,False,,,,,,1099.0,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,4100.0,FN,YOUPIN,,False,,,,,,4100.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,900.0,FN,YOUPIN,,False,,,,,,900.0,,
★ Flip Knife | Marble Fade,Chroma 2 Case,Gold,1719.5,FN,YOUPIN,,False,,,,,,1719.5,,
★ Flip Knife | Tiger Tooth,Chroma 2 Case,Gold,1429.0,FN,C5,,False,,,,,,1429.0,,
★ Flip Knife | Rust Coat,Chroma 2 Case,Gold,721.0,WW,BUFF,,False,,,,,,721.0,,
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,2400.0,FN,BUFF,,False,,,,,,2400.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Doppler,Chroma 2 Case,Gold,849.0,FN,YOUPIN,,False,,,,,,849.0,,
★ Gut Knife | Damascus Steel,Chroma 2 Case,Gold,506.99,FN,YOUPIN,,False,,,,,,506.99,,
★ Gut Knife | Marble Fade,Chroma 2 Case,Gold,789.0,FN,YOUPIN,,False,,,,,,789.0,,
★ Gut Knife | Tiger Tooth,Chroma 2 Case,Gold,715.0,FN,C5,,False,,,,,,715.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Doppler,Chroma 2 Case,Gold,7767.0,FN,YOUPIN,,False,,,,,,7767.0,,
★ M9 Bayonet | Damascus Steel,Chroma 2 Case,Gold,3600.0,FN,YOUPIN,,False,,,,,,3600.0,,
★ M9 Bayonet | Marble Fade,Chroma 2 Case,Gold,6088.5,FN,C5,,False,,,,,,6088.5,,
★ M9 Bayonet | Tiger Tooth,Chroma 2 Case,Gold,5334.5,FN,C5,,False,,,,,,5334.5,,
★ M9 Bayonet | Rust Coat,Chroma 2 Case,Gold,2498.5,WW,YOUPIN,,False,,,,,,2498.5,,
★ M9 Bayonet | Ultraviolet,Chroma 2 Case,Gold,9999.0,FN,BUFF,,False,,,,,,9999.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Bayonet | Damascus Steel,Chroma 3 Case,Gold,1493.5,FN,YOUPIN,,False,,,,,,1493.5,,
★ Bayonet | Marble Fade,Chroma 3 Case,Gold,2749.0,FN,YOUPIN,,False,,,,,,2749.0,,
★ Bayonet | Tiger Tooth,Chroma 3 Case,Gold,2098.0,FN,BUFF,,False,,,,,,2098.0,,
★ Bayonet | Rust Coat,Chroma 3 Case,Gold,1099.0,WW,BUFF,,False,,,,,,1099.0,,
★ Bayonet | Ultraviolet,Chroma 3 Case,Gold,4100.0,FN,YOUPIN,,False,,,,,,4100.0,,
★ Flip Knife | Doppler,Chroma 3 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 3 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 3 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Flip Knife | Doppler,Chroma 3 Case,Gold,2140.0,FN,YOUPIN,,False,,,,,,2140.0,,
★ Gut Knife | Doppler,Chroma 3 Case,Gold,1200.0,MW,YOUPIN,,False,,,,,,1200.0,,
