name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
★ Butterfly Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,17199.0,FN,BUFF,,False,,,,,,17199.0,,
★ Butterfly Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,17199.0,FN,BUFF,,False,,,,,,17199.0,,
★ Butterfly Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,17199.0,FN,BUFF,,False,,,,,,17199.0,,
★ Butterfly Knife | Freehand,Dreams & Nightmares Case,Gold,5078.0,FN,YOUPIN,,False,,,,,,5078.0,,
★ Butterfly Knife | Lore,Dreams & Nightmares Case,Gold,19888.0,FN,YOUPIN,,False,,,,,,19888.0,,
★ Butterfly Knife | Autotronic,Dreams & Nightmares Case,Gold,13200.0,FN,C5,,False,,,,,,13200.0,,
★ Butterfly Knife | Bright Water,Dreams & Nightmares Case,Gold,4767.5,FN,BUFF,,False,,,,,,4767.5,,
★ Butterfly Knife | Black Laminate,Dreams & Nightmares Case,Gold,6880.0,FN,YOUPIN,,False,,,,,,6880.0,,
★ Huntsman Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1664.0,FN,YOUPIN,,False,,,,,,1664.0,,
★ Huntsman Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1664.0,FN,YOUPIN,,False,,,,,,1664.0,,
★ Huntsman Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1664.0,FN,YOUPIN,,False,,,,,,1664.0,,
★ Huntsman Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1664.0,FN,YOUPIN,,False,,,,,,1664.0,,
★ Huntsman Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1664.0,FN,YOUPIN,,False,,,,,,1664.0,,
★ Huntsman Knife | Freehand,Dreams & Nightmares Case,Gold,642.0,FN,YOUPIN,,False,,,,,,642.0,,
★ Huntsman Knife | Lore,Dreams & Nightmares Case,Gold,1190.0,FN,BUFF,,False,,,,,,1190.0,,
★ Huntsman Knife | Autotronic,Dreams & Nightmares Case,Gold,1450.0,FN,BUFF,,False,,,,,,1450.0,,
★ Huntsman Knife | Bright Water,Dreams & Nightmares Case,Gold,556.0,FN,YOUPIN,,False,,,,,,556.0,,
★ Huntsman Knife | Black Laminate,Dreams & Nightmares Case,Gold,1235.0,FN,YOUPIN,,False,,,,,,1235.0,,
★ Falchion Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1642.0,FN,YOUPIN,,False,,,,,,1642.0,,
★ Falchion Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1642.0,FN,YOUPIN,,False,,,,,,1642.0,,
★ Falchion Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1642.0,FN,YOUPIN,,False,,,,,,1642.0,,
★ Falchion Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1642.0,FN,YOUPIN,,False,,,,,,1642.0,,
★ Falchion Knife | Gamma Doppler,Dreams & Nightmares Case,Gold,1642.0,FN,YOUPIN,,False,,,,,,1642.0,,
★ Falchion Knife | Freehand,Dreams & Nightmares Case,Gold,689.0,FN,YOUPIN,,False,,,,,,689.0,,
★ Falchion Knife | Lore,Dreams & Nightmares Case,Gold,1150.0,FN,BUFF,,False,,,,,,1150.0,,
★ Falchion Knife | Autotronic,Dreams & Nightmares Case,Gold,1210.0,FN,YOUPIN,,False,,,,,,1210.0,,
★ Falchion Knife | Bright Water,Dreams & Nightmares Case,Gold,600.0,FN,YOUPIN,,False,,,,,,600.0,,
★ Falchion Knife | Black Laminate,Dreams & Nightmares Case,Gold,846.0,FN,YOUPIN,,False,,,,,,846.0,,
★ Shadow Daggers | Gamma Doppler,Dreams & Nightmares Case,Gold,745.0,FN,YOUPIN,,False,,,,,,745.0,,
★ Shadow Daggers | Gamma Doppler,Dreams & Nightmares Case,Gold,745.0,FN,YOUPIN,,False,,,,,,745.0,,
★ Shadow Daggers | Gamma Doppler,Dreams & Nightmares Case,Gold,745.0,FN,YOUPIN,,False,,,,,,745.0,,
★ Shadow Daggers | Gamma Doppler,Dreams & Nightmares Case,Gold,745.0,FN,YOUPIN,,False,,,,,,745.0,,
★ Shadow Daggers | Gamma Doppler,Dreams & Nightmares Case,Gold,745.0,FN,YOUPIN,,False,,,,,,745.0,,
★ Shadow Daggers | Freehand,Dreams & Nightmares Case,Gold,450.0,FN,YOUPIN,,False,,,,,,450.0,,
★ Shadow Daggers | Lore,Dreams & Nightmares Case,Gold,970.0,FN,YOUPIN,,False,,,,,,970.0,,
★ Shadow Daggers | Autotronic,Dreams & Nightmares Case,Gold,721.5,FN,YOUPIN,,False,,,,,,721.5,,
★ Bowie Knife | Lore,Dreams & Nightmares Case,Gold,663.0,FT,BUFF,,False,,,,,,663.0,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,1249.5,FN,YOUPIN,,False,,,,,,1249.5,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,537.0,FN,YOUPIN,,False,,,,,,537.0,,
★ Bowie Knife | Black Laminate,Dreams & Nightmares Case,Gold,827.0,FN,YOUPIN,,False,,,,,,827.0,,
★ Bayonet | Blue Steel,ESports 2013 Case,Gold,3200.0,FN,YOUPIN,,False,,,,,,3200.0,,
★ Bayonet | Boreal Forest,ESports 2013 Case,Gold,4701.63,FN,STEAM,,False,,,,,,4701.63,,
★ Bayonet | Case Hardened,ESports 2013 Case,Gold,4888.88,FN,BUFF,,False,,,,,,4888.88,,
★ Bayonet | Crimson Web,ESports 2013 Case,Gold,15000.0,FN,YOUPIN,,False,,,,,,15000.0,,
★ Bayonet | Fade,ESports 2013 Case,Gold,2863.0,FN,YOUPIN,,False,,,,,,2863.0,,
★ Bayonet | Forest DDPAT,ESports 2013 Case,Gold,4000.0,FN,BUFF,,False,,,,,,4000.0,,
★ Bayonet | Night,ESports 2013 Case,Gold,7000.0,FN,BUFF,,False,,,,,,7000.0,,
★ Bayonet | Safari Mesh,ESports 2013 Case,Gold,902.0,MW,YOUPIN,,False,,,,,,902.0,,
★ Bayonet | Scorched,ESports 2013 Case,Gold,1071.0,MW,YOUPIN,,False,,,,,,1071.0,,
★ Bayonet | Slaughter,ESports 2013 Case,Gold,2849.5,FN,BUFF,,False,,,,,,2849.5,,
★ Bayonet | Stained,ESports 2013 Case,Gold,1898.5,FN,YOUPIN,,False,,,,,,1898.5,,
★ Bayonet | Urban Masked,ESports 2013 Case,Gold,1166.0,MW,BUFF,,False,,,,,,1166.0,,
★ Flip Knife | Blue Steel,ESports 2013 Case,Gold,2189.0,FN,BUFF,,False,,,,,,2189.0,,
★ Flip Knife | Boreal Forest,ESports 2013 Case,Gold,2557.05,FN,STEAM,,False,,,,,,2557.05,,
★ Flip Knife | Case Hardened,ESports 2013 Case,Gold,2500.0,FN,YOUPIN,,False,,,,,,2500.0,,
★ Flip Knife | Crimson Web,ESports 2013 Case,Gold,9666.0,FN,BUFF,,False,,,,,,9666.0,,
★ Flip Knife | Fade,ESports 2013 Case,Gold,2449.0,FN,YOUPIN,,False,,,,,,2449.0,,
★ Flip Knife | Forest DDPAT,ESports 2013 Case,Gold,2021.6,FN,STEAM,,False,,,,,,2021.6,,
★ Flip Knife | Night,ESports 2013 Case,Gold,3859.5,FN,YOUPIN,,False,,,,,,3859.5,,
★ Flip Knife | Safari Mesh,ESports 2013 Case,Gold,1600.0,FN,YOUPIN,,False,,,,,,1600.0,,
★ Flip Knife | Scorched,ESports 2013 Case,Gold,2867.85,FN,STEAM,,False,,,,,,2867.85,,
★ Flip Knife | Slaughter,ESports 2013 Case,Gold,2100.0,FN,YOUPIN,,False,,,,,,2100.0,,
★ Flip Knife | Stained,ESports 2013 Case,Gold,1388.0,FN,C5,,False,,,,,,1388.0,,
★ Flip Knife | Urban Masked,ESports 2013 Case,Gold,749.5,MW,BUFF,,False,,,,,,749.5,,
★ Gut Knife | Blue Steel,ESports 2013 Case,Gold,1190.0,FN,YOUPIN,,False,,,,,,1190.0,,
★ Gut Knife | Boreal Forest,ESports 2013 Case,Gold,6594.13,FN,STEAM,,False,,,,,,6594.13,,
★ Gut Knife | Case Hardened,ESports 2013 Case,Gold,2184.27,FN,STEAM,,False,,,,,,2184.27,,
★ Gut Knife | Crimson Web,ESports 2013 Case,Gold,5700.08,FN,HALOSKINS,,False,,,,,,5700.08,,
★ Gut Knife | Fade,ESports 2013 Case,Gold,955.0,FN,BUFF,,False,,,,,,955.0,,
★ Gut Knife | Forest DDPAT,ESports 2013 Case,Gold,1611.41,FN,STEAM,,False,,,,,,1611.41,,
★ Gut Knife | Night,ESports 2013 Case,Gold,529.5,MW,BUFF,,False,,,,,,529.5,,
★ Gut Knife | Safari Mesh,ESports 2013 Case,Gold,2799.5,FN,BUFF,,False,,,,,,2799.5,,
★ Gut Knife | Scorched,ESports 2013 Case,Gold,2786.12,FN,STEAM,,False,,,,,,2786.12,,
★ Gut Knife | Slaughter,ESports 2013 Case,Gold,977.5,FN,YOUPIN,,False,,,,,,977.5,,
★ Gut Knife | Stained,ESports 2013 Case,Gold,999.0,FN,YOUPIN,,False,,,,,,999.0,,
★ Gut Knife | Urban Masked,ESports 2013 Case,Gold,999.0,FN,BUFF,,False,,,,,,999.0,,
★ Karambit | Blue Steel,ESports 2013 Case,Gold,8966.0,FN,YOUPIN,,False,,,,,,8966.0,,
★ Karambit | Boreal Forest,ESports 2013 Case,Gold,7124.38,FN,STEAM,,False,,,,,,7124.38,,
★ Karambit | Case Hardened,ESports 2013 Case,Gold,13888.0,FN,YOUPIN,,False,,,,,,13888.0,,
★ Karambit | Crimson Web,ESports 2013 Case,Gold,48888.0,FN,YOUPIN,,False,,,,,,48888.0,,
★ M9 Bayonet | Crimson Web,ESports 2013 Case,Gold,3190.0,BS,BUFF,,False,,,,,,3190.0,,
★ M9 Bayonet | Fade,ESports 2013 Case,Gold,8400.0,FN,BUFF,,False,,,,,,8400.0,,
★ M9 Bayonet | Forest DDPAT,ESports 2013 Case,Gold,200000.0,FN,YOUPIN,,False,,,,,,200000.0,,
★ M9 Bayonet | Night,ESports 2013 Case,Gold,3200.0,MW,YOUPIN,,False,,,,,,3200.0,,
★ M9 Bayonet | Safari Mesh,ESports 2013 Case,Gold,1989.5,MW,YOUPIN,,False,,,,,,1989.5,,
★ M9 Bayonet | Scorched,ESports 2013 Case,Gold,6500.0,FN,YOUPIN,,False,,,,,,6500.0,,
★ M9 Bayonet | Slaughter,ESports 2013 Case,Gold,6748.0,FN,YOUPIN,,False,,,,,,6748.0,,
★ M9 Bayonet | Stained,ESports 2013 Case,Gold,3650.0,FN,YOUPIN,,False,,,,,,3650.0,,
★ M9 Bayonet | Urban Masked,ESports 2013 Case,Gold,2390.0,MW,BUFF,,False,,,,,,2390.0,,
★ Bayonet | Blue Steel,ESports 2013 Winter Case,Gold,3200.0,FN,YOUPIN,,False,,,,,,3200.0,,
★ Bayonet | Boreal Forest,ESports 2013 Winter Case,Gold,4701.63,FN,STEAM,,False,,,,,,4701.63,,
★ Bayonet | Case Hardened,ESports 2013 Winter Case,Gold,4888.88,FN,BUFF,,False,,,,,,4888.88,,
★ Bayonet | Crimson Web,ESports 2013 Winter Case,Gold,15000.0,FN,YOUPIN,,False,,,,,,15000.0,,
★ Bayonet | Fade,ESports 2013 Winter Case,Gold,2863.0,FN,YOUPIN,,False,,,,,,2863.0,,
★ Bayonet | Forest DDPAT,ESports 2013 Winter Case,Gold,4000.0,FN,BUFF,,False,,,,,,4000.0,,
★ Bayonet | Night,ESports 2013 Winter Case,Gold,7000.0,FN,BUFF,,False,,,,,,7000.0,,
★ Bayonet | Safari Mesh,ESports 2013 Winter Case,Gold,902.0,MW,YOUPIN,,False,,,,,,902.0,,
★ Bayonet | Scorched,ESports 2013 Winter Case,Gold,1071.0,MW,YOUPIN,,False,,,,,,1071.0,,
★ Bayonet | Slaughter,ESports 2013 Winter Case,Gold,2849.5,FN,BUFF,,False,,,,,,2849.5,,
★ Bayonet | Stained,ESports 2013 Winter Case,Gold,1898.5,FN,YOUPIN,,False,,,,,,1898.5,,
★ Bayonet | Urban Masked,ESports 2013 Winter Case,Gold,1166.0,MW,BUFF,,False,,,,,,1166.0,,
★ Flip Knife | Blue Steel,ESports 2013 Winter Case,Gold,2189.0,FN,BUFF,,False,,,,,,2189.0,,
★ Flip Knife | Boreal Forest,ESports 2013 Winter Case,Gold,2557.05,FN,STEAM,,False,,,,,,2557.05,,
★ Flip Knife | Case Hardened,ESports 2013 Winter Case,Gold,2500.0,FN,YOUPIN,,False,,,,,,2500.0,,
★ Flip Knife | Crimson Web,ESports 2013 Winter Case,Gold,9666.0,FN,BUFF,,False,,,,,,9666.0,,
★ Flip Knife | Fade,ESports 2013 Winter Case,Gold,2449.0,FN,YOUPIN,,False,,,,,,2449.0,,
★ Flip Knife | Forest DDPAT,ESports 2013 Winter Case,Gold,2021.6,FN,STEAM,,False,,,,,,2021.6,,
★ Flip Knife | Night,ESports 2013 Winter Case,Gold,3859.5,FN,YOUPIN,,False,,,,,,3859.5,,
★ Flip Knife | Safari Mesh,ESports 2013 Winter Case,Gold,1600.0,FN,YOUPIN,,False,,,,,,1600.0,,
★ Flip Knife | Scorched,ESports 2013 Winter Case,Gold,2867.85,FN,STEAM,,False,,,,,,2867.85,,
★ Flip Knife | Slaughter,ESports 2013 Winter Case,Gold,2100.0,FN,YOUPIN,,False,,,,,,2100.0,,
★ Flip Knife | Stained,ESports 2013 Winter Case,Gold,1388.0,FN,C5,,False,,,,,,1388.0,,
★ Flip Knife | Urban Masked,ESports 2013 Winter Case,Gold,749.5,MW,BUFF,,False,,,,,,749.5,,
★ Gut Knife | Blue Steel,ESports 2013 Winter Case,Gold,1190.0,FN,YOUPIN,,False,,,,,,1190.0,,
★ Gut Knife | Boreal Forest,ESports 2013 Winter Case,Gold,6594.13,FN,STEAM,,False,,,,,,6594.13,,
★ Gut Knife | Case Hardened,ESports 2013 Winter Case,Gold,2184.27,FN,STEAM,,False,,,,,,2184.27,,
★ Gut Knife | Crimson Web,ESports 2013 Winter Case,Gold,5700.08,FN,HALOSKINS,,False,,,,,,5700.08,,
★ Gut Knife | Fade,ESports 2013 Winter Case,Gold,955.0,FN,BUFF,,False,,,,,,955.0,,
★ Gut Knife | Forest DDPAT,ESports 2013 Winter Case,Gold,1611.41,FN,STEAM,,False,,,,,,1611.41,,
★ Gut Knife | Night,ESports 2013 Winter Case,Gold,529.5,MW,BUFF,,False,,,,,,529.5,,
★ Karambit | Slaughter,ESports 2013 Winter Case,Gold,8199.0,FN,YOUPIN,,False,,,,,,8199.0,,
★ Karambit | Stained,ESports 2013 Winter Case,Gold,5600.0,FN,BUFF,,False,,,,,,5600.0,,
★ Karambit | Urban Masked,ESports 2013 Winter Case,Gold,6834.96,FN,STEAM,,False,,,,,,6834.96,,
★ M9 Bayonet | Blue Steel,ESports 2013 Winter Case,Gold,5888.0,FN,YOUPIN,,False,,,,,,5888.0,,
★ M9 Bayonet | Boreal Forest,ESports 2013 Winter Case,Gold,6999.0,FN,BUFF,,False,,,,,,6999.0,,
★ M9 Bayonet | Case Hardened,ESports 2013 Winter Case,Gold,8500.0,FN,BUFF,,False,,,,,,8500.0,,
★ M9 Bayonet | Crimson Web,ESports 2013 Winter Case,Gold,34999.0,FN,BUFF,,False,,,,,,34999.0,,
★ M9 Bayonet | Fade,ESports 2013 Winter Case,Gold,8400.0,FN,BUFF,,False,,,,,,8400.0,,
★ M9 Bayonet | Forest DDPAT,ESports 2013 Winter Case,Gold,200000.0,FN,YOUPIN,,False,,,,,,200000.0,,
★ M9 Bayonet | Night,ESports 2013 Winter Case,Gold,3200.0,MW,YOUPIN,,False,,,,,,3200.0,,
★ M9 Bayonet | Safari Mesh,ESports 2013 Winter Case,Gold,1989.5,MW,YOUPIN,,False,,,,,,1989.5,,
★ M9 Bayonet | Scorched,ESports 2013 Winter Case,Gold,6500.0,FN,YOUPIN,,False,,,,,,6500.0,,
★ M9 Bayonet | Slaughter,ESports 2013 Winter Case,Gold,6748.0,FN,YOUPIN,,False,,,,,,6748.0,,
★ M9 Bayonet | Stained,ESports 2013 Winter Case,Gold,3650.0,FN,YOUPIN,,False,,,,,,3650.0,,
★ M9 Bayonet | Urban Masked,ESports 2013 Winter Case,Gold,2390.0,MW,BUFF,,False,,,,,,2390.0,,
★ Bayonet | Blue Steel,ESports 2014 Summer Case,Gold,3200.0,FN,YOUPIN,,False,,,,,,3200.0,,
★ Bayonet | Boreal Forest,ESports 2014 Summer Case,Gold,4701.63,FN,STEAM,,False,,,,,,4701.63,,
★ Bayonet | Case Hardened,ESports 2014 Summer Case,Gold,4888.88,FN,BUFF,,False,,,,,,4888.88,,
★ Bayonet | Crimson Web,ESports 2014 Summer Case,Gold,15000.0,FN,YOUPIN,,False,,,,,,15000.0,,
★ Bayonet | Fade,ESports 2014 Summer Case,Gold,2863.0,FN,YOUPIN,,False,,,,,,2863.0,,
★ Bayonet | Forest DDPAT,ESports 2014 Summer Case,Gold,4000.0,FN,BUFF,,False,,,,,,4000.0,,
★ Bayonet | Night,ESports 2014 Summer Case,Gold,7000.0,FN,BUFF,,False,,,,,,7000.0,,
★ Bayonet | Safari Mesh,ESports 2014 Summer Case,Gold,902.0,MW,YOUPIN,,False,,,,,,902.0,,
★ Bayonet | Scorched,ESports 2014 Summer Case,Gold,1071.0,MW,YOUPIN,,False,,,,,,1071.0,,
★ Bayonet | Slaughter,ESports 2014 Summer Case,Gold,2849.5,FN,BUFF,,False,,,,,,2849.5,,
★ Bayonet | Stained,ESports 2014 Summer Case,Gold,1898.5,FN,YOUPIN,,False,,,,,,1898.5,,
★ Bayonet | Urban Masked,ESports 2014 Summer Case,Gold,1166.0,MW,BUFF,,False,,,,,,1166.0,,
★ Flip Knife | Blue Steel,ESports 2014 Summer Case,Gold,2189.0,FN,BUFF,,False,,,,,,2189.0,,
★ Flip Knife | Boreal Forest,ESports 2014 Summer Case,Gold,2557.05,FN,STEAM,,False,,,,,,2557.05,,
★ Flip Knife | Case Hardened,ESports 2014 Summer Case,Gold,2500.0,FN,YOUPIN,,False,,,,,,2500.0,,
★ Flip Knife | Crimson Web,ESports 2014 Summer Case,Gold,9666.0,FN,BUFF,,False,,,,,,9666.0,,
★ Flip Knife | Fade,ESports 2014 Summer Case,Gold,2449.0,FN,YOUPIN,,False,,,,,,2449.0,,
★ Flip Knife | Forest DDPAT,ESports 2014 Summer Case,Gold,2021.6,FN,STEAM,,False,,,,,,2021.6,,
★ Flip Knife | Night,ESports 2014 Summer Case,Gold,3859.5,FN,YOUPIN,,False,,,,,,3859.5,,
★ Gut Knife | Scorched,ESports 2014 Summer Case,Gold,637.1,BS,C5,,False,,,,,,637.1,,
★ Gut Knife | Slaughter,ESports 2014 Summer Case,Gold,977.5,FN,YOUPIN,,False,,,,,,977.5,,
★ Gut Knife | Stained,ESports 2014 Summer Case,Gold,999.0,FN,YOUPIN,,False,,,,,,999.0,,
★ Gut Knife | Urban Masked,ESports 2014 Summer Case,Gold,999.0,FN,BUFF,,False,,,,,,999.0,,
★ Karambit | Blue Steel,ESports 2014 Summer Case,Gold,8966.0,FN,YOUPIN,,False,,,,,,8966.0,,
★ Karambit | Boreal Forest,ESports 2014 Summer Case,Gold,7124.38,FN,STEAM,,False,,,,,,7124.38,,
★ Karambit | Case Hardened,ESports 2014 Summer Case,Gold,13888.0,FN,YOUPIN,,False,,,,,,13888.0,,
★ Karambit | Crimson Web,ESports 2014 Summer Case,Gold,48888.0,FN,YOUPIN,,False,,,,,,48888.0,,
★ Karambit | Fade,ESports 2014 Summer Case,Gold,16300.0,FN,YOUPIN,,False,,,,,,16300.0,,
★ Karambit | Forest DDPAT,ESports 2014 Summer Case,Gold,8000.0,FN,C5,,False,,,,,,8000.0,,
★ Karambit | Night,ESports 2014 Summer Case,Gold,13333.0,FN,YOUPIN,,False,,,,,,13333.0,,
★ Karambit | Safari Mesh,ESports 2014 Summer Case,Gold,4000.0,FN,YOUPIN,,False,,,,,,4000.0,,
★ Karambit | Scorched,ESports 2014 Summer Case,Gold,7500.0,FN,YOUPIN,,False,,,,,,7500.0,,
★ Karambit | Slaughter,ESports 2014 Summer Case,Gold,8199.0,FN,YOUPIN,,False,,,,,,8199.0,,
★ Karambit | Stained,ESports 2014 Summer Case,Gold,5600.0,FN,BUFF,,False,,,,,,5600.0,,
★ Karambit | Urban Masked,ESports 2014 Summer Case,Gold,6834.96,FN,STEAM,,False,,,,,,6834.96,,
★ M9 Bayonet | Blue Steel,ESports 2014 Summer Case,Gold,5888.0,FN,YOUPIN,,False,,,,,,5888.0,,
★ M9 Bayonet | Boreal Forest,ESports 2014 Summer Case,Gold,6999.0,FN,BUFF,,False,,,,,,6999.0,,
★ M9 Bayonet | Case Hardened,ESports 2014 Summer Case,Gold,8500.0,FN,BUFF,,False,,,,,,8500.0,,
★ M9 Bayonet | Crimson Web,ESports 2014 Summer Case,Gold,34999.0,FN,BUFF,,False,,,,,,34999.0,,
★ M9 Bayonet | Fade,ESports 2014 Summer Case,Gold,8400.0,FN,BUFF,,False,,,,,,8400.0,,
★ M9 Bayonet | Forest DDPAT,ESports 2014 Summer Case,Gold,200000.0,FN,YOUPIN,,False,,,,,,200000.0,,
★ M9 Bayonet | Night,ESports 2014 Summer Case,Gold,3200.0,MW,YOUPIN,,False,,,,,,3200.0,,
★ M9 Bayonet | Safari Mesh,ESports 2014 Summer Case,Gold,1989.5,MW,YOUPIN,,False,,,,,,1989.5,,
★ M9 Bayonet | Scorched,ESports 2014 Summer Case,Gold,6500.0,FN,YOUPIN,,False,,,,,,6500.0,,
★ M9 Bayonet | Slaughter,ESports 2014 Summer Case,Gold,6748.0,FN,YOUPIN,,False,,,,,,6748.0,,
★ M9 Bayonet | Stained,ESports 2014 Summer Case,Gold,3650.0,FN,YOUPIN,,False,,,,,,3650.0,,
★ M9 Bayonet | Urban Masked,ESports 2014 Summer Case,Gold,2390.0,MW,BUFF,,False,,,,,,2390.0,,
★ Falchion Knife | Blue Steel,Falchion Case,Gold,1999.0,FN,BUFF,,False,,,,,,1999.0,,
★ Falchion Knife | Boreal Forest,Falchion Case,Gold,2843.69,FN,STEAM,,False,,,,,,2843.69,,
★ Falchion Knife | Case Hardened,Falchion Case,Gold,2799.0,FN,BUFF,,False,,,,,,2799.0,,
★ Falchion Knife | Crimson Web,Falchion Case,Gold,19999.0,FN,BUFF,,False,,,,,,19999.0,,
★ Falchion Knife | Fade,Falchion Case,Gold,1717.0,FN,YOUPIN,,False,,,,,,1717.0,,
★ Falchion Knife | Forest DDPAT,Falchion Case,Gold,2382.77,FN,STEAM,,False,,,,,,2382.77,,
★ Falchion Knife | Night,Falchion Case,Gold,2099.0,FN,BUFF,,False,,,,,,2099.0,,
★ Falchion Knife | Safari Mesh,Falchion Case,Gold,1175.0,FN,BUFF,,False,,,,,,1175.0,,
★ Falchion Knife | Scorched,Falchion Case,Gold,1000.0,FN,BUFF,,False,,,,,,1000.0,,
★ Falchion Knife | Slaughter,Falchion Case,Gold,1800.0,FN,YOUPIN,,False,,,,,,1800.0,,
★ Falchion Knife | Stained,Falchion Case,Gold,1099.0,FN,BUFF,,False,,,,,,1099.0,,
★ Falchion Knife | Urban Masked,Falchion Case,Gold,1666.0,FN,BUFF,,False,,,,,,1666.0,,
P90 | Freight,Fracture Case,Mil-Spec,0.46,FT,BUFF,,False,Restricted,10.0,,久经,,0.46,,
SG 553 | Ol' Rusty,Fracture Case,Mil-Spec,2.42,FN,C5,,False,Restricted,10.0,,崭新,,2.42,,
Negev | Ultralight,Fracture Case,Mil-Spec,2.59,FN,BUFF,,False,Restricted,10.0,,崭新,,2.59,,
PP-Bizon | Runic,Fracture Case,Mil-Spec,4.95,FN,BUFF,,False,Restricted,10.0,,崭新,,4.95,,
★ Nomad Knife | Blue Steel,Fracture Case,Gold,1885.0,FN,YOUPIN,,False,,,,,,1885.0,,
★ Nomad Knife | Boreal Forest,Fracture Case,Gold,1650.0,FN,BUFF,,False,,,,,,1650.0,,
★ Nomad Knife | Case Hardened,Fracture Case,Gold,2400.0,FN,YOUPIN,,False,,,,,,2400.0,,
★ Nomad Knife | Crimson Web,Fracture Case,Gold,7898.5,FN,BUFF,,False,,,,,,7898.5,,
★ Nomad Knife | Fade,Fracture Case,Gold,2819.5,FN,YOUPIN,,False,,,,,,2819.5,,
★ Nomad Knife | Forest DDPAT,Fracture Case,Gold,1400.0,FN,BUFF,,False,,,,,,1400.0,,
★ Nomad Knife | Night Stripe,Fracture Case,Gold,1780.0,FN,BUFF,,False,,,,,,1780.0,,
★ Nomad Knife | Safari Mesh,Fracture Case,Gold,1175.0,FN,BUFF,,False,,,,,,1175.0,,
★ Nomad Knife | Scorched,Fracture Case,Gold,1587.0,FN,YOUPIN,,False,,,,,,1587.0,,
★ Nomad Knife | Slaughter,Fracture Case,Gold,1799.5,FN,BUFF,,False,,,,,,1799.5,,
★ Nomad Knife | Stained,Fracture Case,Gold,1349.0,FN,YOUPIN,,False,,,,,,1349.0,,
★ Nomad Knife | Urban Masked,Fracture Case,Gold,2299.5,FN,YOUPIN,,False,,,,,,2299.5,,
★ Skeleton Knife | Blue Steel,Fracture Case,Gold,2699.5,FN,BUFF,,False,,,,,,2699.5,,
★ Skeleton Knife | Boreal Forest,Fracture Case,Gold,1980.0,FN,YOUPIN,,False,,,,,,1980.0,,
★ Skeleton Knife | Case Hardened,Fracture Case,Gold,4687.0,FN,YOUPIN,,False,,,,,,4687.0,,
★ Skeleton Knife | Crimson Web,Fracture Case,Gold,16000.0,FN,BUFF,,False,,,,,,16000.0,,
★ Skeleton Knife | Fade,Fracture Case,Gold,4699.5,FN,BUFF,,False,,,,,,4699.5,,
★ Skeleton Knife | Forest DDPAT,Fracture Case,Gold,2100.0,FN,C5,,False,,,,,,2100.0,,
★ Skeleton Knife | Night Stripe,Fracture Case,Gold,3153.0,FN,BUFF,,False,,,,,,3153.0,,
★ Skeleton Knife | Safari Mesh,Fracture Case,Gold,1288.0,FN,BUFF,,False,,,,,,1288.0,,
★ Skeleton Knife | Scorched,Fracture Case,Gold,2979.5,FN,BUFF,,False,,,,,,2979.5,,
★ Skeleton Knife | Slaughter,Fracture Case,Gold,3218.0,FN,YOUPIN,,False,,,,,,3218.0,,
★ Skeleton Knife | Stained,Fracture Case,Gold,2099.5,FN,YOUPIN,,False,,,,,,2099.5,,
★ Skeleton Knife | Urban Masked,Fracture Case,Gold,2900.0,FN,YOUPIN,,False,,,,,,2900.0,,
★ Paracord Knife | Blue Steel,Fracture Case,Gold,1369.5,FN,BUFF,,False,,,,,,1369.5,,
★ Paracord Knife | Boreal Forest,Fracture Case,Gold,1607.35,FN,STEAM,,False,,,,,,1607.35,,
★ Paracord Knife | Case Hardened,Fracture Case,Gold,1868.5,FN,BUFF,,False,,,,,,1868.5,,
★ Paracord Knife | Crimson Web,Fracture Case,Gold,10000.0,FN,BUFF,,False,,,,,,10000.0,,
★ Paracord Knife | Fade,Fracture Case,Gold,1205.0,FN,YOUPIN,,False,,,,,,1205.0,,
★ Paracord Knife | Forest DDPAT,Fracture Case,Gold,890.63,FN,STEAM,,False,,,,,,890.63,,
★ Paracord Knife | Night Stripe,Fracture Case,Gold,2200.0,FN,YOUPIN,,False,,,,,,2200.0,,
★ Paracord Knife | Safari Mesh,Fracture Case,Gold,1050.0,FN,BUFF,,False,,,,,,1050.0,,
★ Paracord Knife | Scorched,Fracture Case,Gold,990.0,FN,BUFF,,False,,,,,,990.0,,
★ Paracord Knife | Slaughter,Fracture Case,Gold,1050.0,FN,YOUPIN,,False,,,,,,1050.0,,
★ Paracord Knife | Stained,Fracture Case,Gold,900.0,FN,BUFF,,False,,,,,,900.0,,
