marketHashName_used,rarity_en,case_name_en,price,platform,status
,Mil-Spec,Chroma 2 Case,,all,
,Mil-Spec,Chroma 2 Case,,all,
,Mil-Spec,Chroma 2 Case,,all,
,Mil-Spec,Chroma 2 Case,,all,
,Mil-Spec,Chroma 2 Case,,all,
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,3.97,BUFF,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,3.9,C5,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,4.12,HALOSKINS,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,3.86,YOUPIN,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,0.0,WAXPEER,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,0.0,DMARKET,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,0.0,SKINPORT,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,5.85,STEAM,200
Sawed-Off | Origami (Factory New),Mil-Spec,Chroma 2 Case,0.0,CSMONEY,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,2.01,BUFF,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,3.0,C5,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,2.7,YOUPIN,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,0.0,WAXPEER,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,0.0,DMARKET,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,0.0,CSMONEY,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,0.0,SKINPORT,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,2.85,STEAM,200
Sawed-Off | Origami (Minimal Wear),Mil-Spec,Chroma 2 Case,3.14,HALOSKINS,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,1.4,YOUPIN,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,1.46,C5,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,0.0,WAXPEER,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,0.0,DMARKET,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,0.0,CSMONEY,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,0.0,SKINPORT,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,2.02,STEAM,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,1.19,BUFF,200
Sawed-Off | Origami (Field-Tested),Mil-Spec,Chroma 2 Case,1.54,HALOSKINS,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,3.5,YOUPIN,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,1.92,C5,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,0.0,WAXPEER,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,0.0,DMARKET,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,0.0,CSMONEY,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,0.0,SKINPORT,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,2.16,STEAM,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,1.77,BUFF,200
Sawed-Off | Origami (Well-Worn),Mil-Spec,Chroma 2 Case,2.17,HALOSKINS,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,1.54,YOUPIN,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,0.0,WAXPEER,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,0.0,DMARKET,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,0.0,CSMONEY,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,0.0,SKINPORT,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,1.1,BUFF,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,2.37,STEAM,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,1.23,C5,200
Sawed-Off | Origami (Battle-Scarred),Mil-Spec,Chroma 2 Case,1.54,HALOSKINS,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,32.6,C5,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,33.89,HALOSKINS,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,32.42,YOUPIN,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,0.0,WAXPEER,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,0.0,DMARKET,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,0.0,CSMONEY,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,0.0,SKINPORT,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,31.87,BUFF,200
AWP | Worm God (Factory New),Restricted,Chroma 2 Case,45.1,STEAM,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,20.11,C5,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,20.92,HALOSKINS,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,20.0,BUFF,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,20.0,YOUPIN,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,0.0,WAXPEER,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,0.0,DMARKET,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,0.0,CSMONEY,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,0.0,SKINPORT,200
AWP | Worm God (Minimal Wear),Restricted,Chroma 2 Case,29.83,STEAM,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,20.78,HALOSKINS,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,19.95,C5,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,0.0,WAXPEER,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,0.0,DMARKET,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,0.0,CSMONEY,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,0.0,SKINPORT,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,17.9,BUFF,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,25.93,STEAM,200
AWP | Worm God (Field-Tested),Restricted,Chroma 2 Case,18.88,YOUPIN,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,32.38,C5,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,26.19,BUFF,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,26.47,YOUPIN,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,0.0,WAXPEER,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,0.0,DMARKET,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,0.0,CSMONEY,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,0.0,SKINPORT,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,34.09,STEAM,200
AWP | Worm God (Well-Worn),Restricted,Chroma 2 Case,34.3,HALOSKINS,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,76.5,C5,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,75.7,YOUPIN,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,0.0,WAXPEER,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,0.0,DMARKET,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,0.0,CSMONEY,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,0.0,SKINPORT,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,72.76,BUFF,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,109.31,STEAM,200
MAG-7 | Heat (Factory New),Restricted,Chroma 2 Case,79.48,HALOSKINS,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,14.19,YOUPIN,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,15.3,C5,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,0.0,WAXPEER,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,0.0,DMARKET,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,0.0,CSMONEY,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,0.0,SKINPORT,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,14.4,BUFF,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,20.47,STEAM,200
MAG-7 | Heat (Minimal Wear),Restricted,Chroma 2 Case,15.9,HALOSKINS,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,8.22,YOUPIN,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,8.38,C5,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,0.0,WAXPEER,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,0.0,DMARKET,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,0.0,CSMONEY,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,0.0,SKINPORT,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,7.99,BUFF,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,10.86,STEAM,200
MAG-7 | Heat (Field-Tested),Restricted,Chroma 2 Case,8.72,HALOSKINS,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,8.32,C5,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,8.29,YOUPIN,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,0.0,WAXPEER,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,0.0,DMARKET,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,0.0,CSMONEY,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,0.0,SKINPORT,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,7.88,BUFF,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,10.93,STEAM,200
MAG-7 | Heat (Well-Worn),Restricted,Chroma 2 Case,9.14,HALOSKINS,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,7.89,BUFF,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,8.11,C5,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,7.99,YOUPIN,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,0.0,WAXPEER,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,0.0,DMARKET,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,0.0,SKINPORT,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,11.13,STEAM,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,8.44,HALOSKINS,200
MAG-7 | Heat (Battle-Scarred),Restricted,Chroma 2 Case,0.0,CSMONEY,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,36.69,C5,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,0.0,WAXPEER,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,0.0,DMARKET,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,0.0,CSMONEY,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,0.0,SKINPORT,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,32.77,BUFF,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,33.69,YOUPIN,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,47.68,STEAM,200
CZ75-Auto | Pole Position (Factory New),Restricted,Chroma 2 Case,38.42,HALOSKINS,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,13.05,C5,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,12.35,YOUPIN,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,0.0,WAXPEER,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,0.0,DMARKET,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,0.0,CSMONEY,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,0.0,SKINPORT,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,12.21,BUFF,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,17.84,STEAM,200
CZ75-Auto | Pole Position (Minimal Wear),Restricted,Chroma 2 Case,13.6,HALOSKINS,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,8.3,YOUPIN,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,7.86,C5,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,0.0,WAXPEER,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,0.0,DMARKET,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,0.0,CSMONEY,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,0.0,SKINPORT,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,7.9,BUFF,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,10.8,STEAM,200
CZ75-Auto | Pole Position (Field-Tested),Restricted,Chroma 2 Case,8.23,HALOSKINS,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,8.05,BUFF,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,8.98,YOUPIN,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,8.93,C5,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,0.0,WAXPEER,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,0.0,DMARKET,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,0.0,CSMONEY,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,0.0,SKINPORT,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,10.8,STEAM,200
CZ75-Auto | Pole Position (Well-Worn),Restricted,Chroma 2 Case,9.7,HALOSKINS,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,8.22,YOUPIN,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,7.92,BUFF,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,8.31,C5,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,0.0,WAXPEER,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,0.0,DMARKET,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,0.0,CSMONEY,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,0.0,SKINPORT,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,10.94,STEAM,200
CZ75-Auto | Pole Position (Battle-Scarred),Restricted,Chroma 2 Case,8.72,HALOSKINS,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,8.46,C5,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,8.29,YOUPIN,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,0.0,WAXPEER,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,0.0,DMARKET,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,0.0,CSMONEY,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,0.0,SKINPORT,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,8.18,BUFF,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,12.03,STEAM,200
UMP-45 | Grand Prix (Field-Tested),Restricted,Chroma 2 Case,8.79,HALOSKINS,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,329.88,BUFF,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,324.9,YOUPIN,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,328.0,C5,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,0.0,WAXPEER,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,0.0,DMARKET,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,0.0,CSMONEY,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,0.0,SKINPORT,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,340.77,HALOSKINS,200
Five-SeveN | Monkey Business (Minimal Wear),Classified,Chroma 2 Case,453.14,STEAM,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,84.28,C5,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,84.49,YOUPIN,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,0.0,WAXPEER,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,0.0,DMARKET,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,0.0,CSMONEY,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,0.0,SKINPORT,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,84.8,BUFF,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,87.57,HALOSKINS,200
Five-SeveN | Monkey Business (Field-Tested),Classified,Chroma 2 Case,117.32,STEAM,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,82.45,C5,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,82.98,YOUPIN,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,85.68,HALOSKINS,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,0.0,WAXPEER,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,0.0,DMARKET,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,0.0,CSMONEY,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,0.0,SKINPORT,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,82.3,BUFF,200
Five-SeveN | Monkey Business (Well-Worn),Classified,Chroma 2 Case,109.45,STEAM,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,80.38,C5,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,81.4,YOUPIN,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,0.0,WAXPEER,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,0.0,DMARKET,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,0.0,CSMONEY,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,0.0,SKINPORT,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,81.6,BUFF,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,83.45,HALOSKINS,200
Five-SeveN | Monkey Business (Battle-Scarred),Classified,Chroma 2 Case,108.75,STEAM,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,1180.0,C5,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,1185.0,YOUPIN,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,1199.5,BUFF,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,0.0,WAXPEER,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,0.0,DMARKET,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,0.0,CSMONEY,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,0.0,SKINPORT,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,1738.31,STEAM,200
Galil AR | Eco (Minimal Wear),Classified,Chroma 2 Case,1226.0,HALOSKINS,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,85.0,BUFF,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,85.76,YOUPIN,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,87.49,C5,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,90.91,HALOSKINS,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,0.0,WAXPEER,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,0.0,DMARKET,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,0.0,CSMONEY,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,0.0,SKINPORT,200
Galil AR | Eco (Field-Tested),Classified,Chroma 2 Case,120.46,STEAM,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,81.53,C5,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,81.84,YOUPIN,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,81.99,BUFF,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,0.0,WAXPEER,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,0.0,DMARKET,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,0.0,CSMONEY,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,0.0,SKINPORT,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,111.12,STEAM,200
Galil AR | Eco (Well-Worn),Classified,Chroma 2 Case,84.71,HALOSKINS,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,83.0,BUFF,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,82.35,C5,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,0.0,WAXPEER,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,0.0,DMARKET,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,0.0,CSMONEY,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,0.0,SKINPORT,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,80.0,YOUPIN,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,107.98,STEAM,200
Galil AR | Eco (Battle-Scarred),Classified,Chroma 2 Case,85.54,HALOSKINS,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,449.5,BUFF,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,458.28,C5,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,0.0,WAXPEER,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,0.0,DMARKET,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,0.0,CSMONEY,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,0.0,SKINPORT,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,0.0,STEAM,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,451.0,YOUPIN,200
FAMAS | Djinn (Factory New),Classified,Chroma 2 Case,508.99,HALOSKINS,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,97.0,C5,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,0.0,WAXPEER,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,0.0,DMARKET,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,0.0,CSMONEY,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,0.0,SKINPORT,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,97.67,BUFF,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,0.0,STEAM,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,96.0,YOUPIN,200
FAMAS | Djinn (Minimal Wear),Classified,Chroma 2 Case,100.74,HALOSKINS,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,83.6,BUFF,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,85.49,C5,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,84.0,YOUPIN,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,0.0,WAXPEER,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,0.0,DMARKET,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,0.0,CSMONEY,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,0.0,SKINPORT,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,0.0,STEAM,200
FAMAS | Djinn (Field-Tested),Classified,Chroma 2 Case,88.82,HALOSKINS,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,83.3,C5,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,81.69,YOUPIN,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,0.0,WAXPEER,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,0.0,DMARKET,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,0.0,CSMONEY,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,0.0,SKINPORT,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,88.88,BUFF,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,0.0,STEAM,200
FAMAS | Djinn (Well-Worn),Classified,Chroma 2 Case,86.45,HALOSKINS,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,81.0,YOUPIN,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,81.46,C5,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,0.0,WAXPEER,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,0.0,DMARKET,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,0.0,CSMONEY,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,0.0,SKINPORT,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,79.36,BUFF,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,0.0,STEAM,200
FAMAS | Djinn (Battle-Scarred),Classified,Chroma 2 Case,84.64,HALOSKINS,200
M4A1-S | Hyper Beast (Factory New),Covert,Chroma 2 Case,3550.0,C5,200
